distance,elapsed_time,highest_elevation,lowest_elevation,moving_time,total_elevation_gain
41987.1,5732,239.8,99.6,5732,247.0
24238.8,4539,217.4,213.6,2701,0.0
44100.2,5401,222.2,219.8,5401,0.0
36368.2,5536,236.4,136.6,5430,495.0
24150.8,4396,232.8,229.0,4396,0.0
34356.2,3605,231.0,225.6,3605,0.0
48861.2,10959,750.6,136.6,10360,1164.0
22166.8,4264,302.4,148.8,4264,375.0
100629.0,16035,570.4,100.6,15488,1526.0
36033.7,7994,474.8,174.0,7285,764.0
10788.2,1987,274.8,174.0,1987,172.0
29846.8,5442,198.4,174.4,3903,273.0
59899.0,12991,996.8,452.0,12651,1415.0
29387.1,3668,124.8,100.4,3628,76.0
27764.3,6817,476.2,127.4,6342,703.0
50436.9,7248,238.6,140.4,7214,682.0
66861.0,9868,565.0,100.4,9809,1036.0
30139.6,3853,6.4,-15.4,3772,93.0
57073.3,8476,679.2,102.8,8047,905.0
47153.7,5531,197.2,196.8,5531,0.0
47338.5,7326,250.5,106.5,7326,791.1
43540.9,8527,476.2,179.4,8386,875.0
18939.4,3613,306.8,174.6,3613,285.0
27009.6,6643,460.6,130.4,5661,695.0
59373.3,7275,75.2,29.2,7143,121.0
59195.5,8357,573.8,109.0,8357,949.0
60481.0,7931,238.2,99.0,7593,350.0
45978.9,6572,685.2,126.4,6396,669.0
40930.0,5705,239.6,98.4,5705,419.0
17698.2,4321,308.0,178.2,3709,259.0
57750.7,11026,742.4,244.0,10976,1352.0
12896.9,2206,260.6,177.2,2206,182.0
43343.4,6429,48.6,3.8,5769,207.0
47900.8,10665,751.0,9.8,9044,814.0
4861.5,2905,539.8,240.0,1920,22.0
79321.7,15708,1568.2,14.4,13818,1737.0
19423.5,2799,56.2,9.2,2778,140.0
38946.7,8266,485.0,147.4,8029,807.0
58768.3,8352,237.4,104.4,7385,352.0
53449.4,13049,692.6,171.0,10415,1024.0
35882.0,9547,489.6,201.0,7941,861.0
10948.6,7441,446.0,412.8,2241,81.0
120132.0,32455,1491.2,409.4,30747,3567.0
18255.8,3541,561.8,499.6,3158,137.0
40937.7,5604,196.2,56.0,5604,0.0
44028.4,7902,428.6,178.2,7846,780.0
67401.5,8896,237.4,94.8,8439,330.0
42154.5,9332,469.4,126.8,9183,1034.0
13268.3,2693,239.0,102.6,2214,31.0
42437.9,5958,239.4,101.6,5741,254.0
45429.4,9654,481.0,177.2,9089,1057.0
15170.1,3682,256.6,169.0,3475,259.0
63000.1,8245,238.0,100.6,8056,337.0
55485.6,10644,494.0,177.2,10449,1074.0
57506.4,7721,242.8,104.4,7589,323.0
47363.4,8913,474.6,178.2,8841,946.0
29404.8,4529,239.0,140.0,4529,436.0
27247.7,6758,2173.5,1450.3,6308,1122.3
19604.1,3834,313.2,179.8,3834,287.0
64456.0,13005,476.8,133.6,12750,1323.0
22599.7,4288,309.8,178.0,4288,320.0
50222.1,11535,542.2,252.6,11436,1413.0
43862.9,5570,101.4,87.8,5438,105.0
41292.3,5642,299.2,99.8,5642,523.0
45455.3,9678,474.4,195.4,9431,1041.0
25598.1,10697,401.4,126.2,5277,595.0
38890.1,5653,237.6,103.4,5653,492.0
30302.2,4275,239.4,102.4,4275,307.0
13761.9,2743,239.2,174.6,2743,155.0
66700.1,14074,948.2,359.6,13953,1698.0
21594.4,4339,307.6,174.8,4276,284.0
25630.7,5710,370.6,138.8,5531,570.0
48148.1,7255,245.4,116.6,7149,765.2
59311.3,6323,210.4,202.6,6323,0.0
21386.2,2404,174.8,167.8,2404,0.0
28391.5,4465,239.0,105.6,4408,194.0
56317.4,8653,373.0,106.0,8625,718.0
34135.8,6296,251.0,109.4,6296,672.0
26117.3,4123,245.6,141.4,4123,415.0
12928.5,2759,262.2,174.4,2759,185.0
40353.0,6353,239.2,107.0,6309,452.2
25716.5,3673,242.8,145.8,3619,429.0
66175.0,13253,428.8,178.0,12838,1294.2
35638.4,5560,239.4,104.6,5431,210.0
15810.7,2801,266.0,170.6,2801,260.0
37597.4,7023,345.6,105.4,7000,635.0
15019.1,2691,238.8,154.0,2691,241.0
34421.4,5639,241.4,109.0,5639,533.0
15852.8,6904,260.8,175.4,2815,328.0
29181.0,3602,235.2,220.0,3602,0.0
11665.0,2060,264.8,178.0,2060,176.0
78318.4,17062,694.0,142.0,16275,1707.0
39105.0,5456,239.2,99.0,5434,282.4
21243.8,9417,245.2,182.4,4107,400.0
46859.0,7216,238.2,102.0,7216,718.6
16578.7,1802,187.4,184.6,1802,0.0
77691.0,15206,691.0,156.2,14846,1614.4
39457.7,5472,226.0,87.6,5448,316.0
13284.3,9510,242.4,175.0,2585,227.0
38886.0,5800,237.8,118.4,5800,538.0
16373.3,1808,127.8,122.4,1808,0.0
64264.3,21810,884.0,322.6,16654,2013.0
21260.6,7315,238.4,71.4,2401,187.0
9045.4,2220,243.8,104.6,1522,43.0
30639.6,4776,233.5,99.0,4692,256.0
10264.2,2082,112.2,44.0,2008,142.0
29912.0,3601,163.2,156.6,3601,0.0
61297.3,12739,456.8,139.6,12630,1347.0
31867.0,4808,239.8,134.2,4777,479.0
16203.9,1802,239.8,235.6,1802,0.0
5964.9,1830,247.0,201.0,1199,147.0
51376.3,7224,233.4,99.0,7173,224.8
17014.0,2107,238.4,236.2,2107,0.0
50037.4,11056,744.6,145.8,10748,1225.0
38257.8,4243,247.8,243.6,4243,0.0
16578.2,1812,226.0,225.8,1812,0.0
5722.2,5587,225.8,221.4,5587,0.0
62484.1,8457,239.6,101.6,8113,308.0
22847.7,2446,162.2,158.6,2446,0.0
30067.6,9903,462.0,186.6,6265,696.0
31581.0,4230,120.4,96.4,4202,77.0
56086.2,8652,691.8,101.0,8422,918.0
39030.5,5368,240.0,99.4,5312,269.0
15906.1,1801,37.8,37.6,1801,0.0
82590.6,12607,339.4,103.4,11790,1116.0
41199.5,4504,236.8,234.8,4504,0.0
16544.3,1800,142.6,137.8,1800,0.0
5377.8,5899,147.0,140.2,5899,0.0
63124.8,8905,238.4,99.8,8657,367.0
21409.8,2406,238.6,234.8,2406,0.0
85621.1,12499,351.8,121.8,12121,1182.0
57978.3,6688,94.2,84.6,6688,0.0
25139.2,5150,354.8,155.6,5150,396.0
21279.5,5396,437.2,140.2,5216,495.0
54618.4,20350,715.4,184.2,14577,1352.0
64475.1,11368,484.8,103.0,9881,743.0
45231.8,5990,242.6,103.2,5990,225.0
38062.6,7597,501.0,115.8,7272,882.0
45573.2,6390,254.4,110.6,6303,329.0
35045.2,5561,251.8,151.8,5561,469.0
56595.1,8386,161.2,45.8,8256,461.0
35343.6,7752,494.0,106.4,7290,865.0
29104.4,4890,242.6,130.2,4890,431.0
35094.4,5458,250.6,105.4,5406,214.0
41458.5,7774,242.6,98.0,7037,220.0
37728.1,7734,130.4,-19.6,6548,219.0
0.3,5429,245.6,241.6,5429,0.0
23545.0,3971,255.8,112.4,3875,169.0
30527.4,8885,424.4,212.8,7378,527.0
3796.2,1485,394.4,308.8,1124,117.2
34619.1,5872,353.8,116.2,5658,412.0
38341.4,6006,12.4,-6.6,5217,91.0
41066.6,7951,255.8,108.6,7399,264.0
6415.0,1178,372.8,234.8,997,8.0
40369.1,7653,256.4,113.6,7262,320.0
34631.5,6205,261.6,114.8,6006,306.0
39505.9,6578,250.0,113.0,6328,184.0
28576.3,4846,253.6,105.6,4678,189.0
17289.5,3602,353.8,185.8,3573,281.0
18960.1,5950,441.0,192.4,5242,520.0
20661.2,5610,423.0,162.2,5009,464.0
56807.0,6769,79.0,21.4,6586,74.0
34771.8,9110,416.6,137.0,8171,839.0
38003.6,8065,454.8,185.2,7843,797.0
83297.7,14221,259.8,105.2,11933,293.0
56955.2,16870,253.6,104.4,11450,384.0
35538.9,9255,488.6,140.4,8278,720.0
64058.9,9129,293.8,105.6,8426,523.0
31180.0,7966,426.2,160.2,7047,721.0
15750.2,4519,434.4,185.0,3914,391.0
45096.4,7574,337.4,200.2,6144,269.0
40674.9,5386,34.0,-16.4,5246,306.0
19544.7,6898,372.4,119.4,5293,574.0
21005.8,5857,522.4,278.6,5747,542.0
24636.8,6038,985.8,354.0,5922,694.0
18450.9,4338,328.8,177.6,3754,286.0
38679.8,8281,469.2,120.2,7951,858.0
18192.3,3663,320.6,186.6,3614,273.0
67618.8,9300,255.2,109.4,8395,373.0
50670.6,13499,681.4,142.8,12198,988.0
31526.1,5708,354.2,187.2,5708,527.0
49176.4,6416,250.2,109.8,6214,275.0
10853.5,4140,301.4,207.4,3881,182.0
42059.5,5648,346.2,114.4,5648,538.0
81370.6,12914,475.2,101.4,12469,1216.0
33337.7,7227,468.8,121.0,6763,709.0
57826.4,7986,250.0,115.8,7750,312.0
18325.7,4601,281.2,161.4,3784,264.0
17117.9,5677,201.4,186.4,5578,42.0
52901.5,11744,726.4,240.8,10343,1176.0
18917.5,4393,345.6,181.8,4076,291.0
41910.6,10810,385.0,64.2,8992,875.0
23105.8,7280,208.6,197.8,7217,25.0
70952.2,11199,580.8,24.0,10619,1148.0
12926.2,4237,200.8,194.6,4221,14.0
48336.2,11327,372.2,38.6,10781,1266.0
17596.0,3997,259.6,90.6,3786,310.0
40967.7,7797,339.2,89.8,7797,784.0
80648.0,11253,597.6,17.8,10942,1130.6
84444.3,14278,849.0,170.2,12919,1055.0
19442.2,4175,281.2,173.6,3406,145.0
59357.0,9526,299.2,144.2,8832,803.0
23956.9,5358,301.0,166.2,4293,229.0
119253.0,31669,1485.8,485.2,30834,3564.0
18111.3,9174,541.2,455.6,3263,101.0
17595.7,3290,689.6,535.2,3047,217.0
20513.2,3911,332.2,236.8,3857,275.0
37766.4,7492,446.0,161.6,7476,690.0
62785.7,12970,657.8,99.8,12970,1519.0
9827.5,3785,311.4,215.2,3686,144.0
45394.2,10286,596.2,229.0,10157,1266.8
40819.5,16065,456.0,144.8,7741,972.0
53687.6,8937,387.4,258.8,7166,295.0
48743.9,11735,476.6,106.4,10454,1277.0
36471.1,9091,493.8,111.0,8619,946.0
78325.1,10768,233.0,97.2,10370,330.0
70222.3,12767,474.0,56.8,12041,1206.0
33408.9,7453,459.4,111.6,7353,746.0
19970.1,4590,365.0,234.6,4251,271.0
47903.0,10332,550.2,234.8,10332,1362.0
17250.3,3606,338.6,224.0,3606,309.0
34118.1,7343,407.0,155.4,7034,602.0
33910.5,7538,384.6,121.0,7331,744.0
51528.5,11702,685.2,167.8,10969,1105.0
18758.1,3692,258.8,119.0,3692,242.0
58493.8,11174,483.2,103.8,10973,1424.0
53761.6,9733,739.4,114.0,9372,938.0
18701.3,3947,236.0,134.6,3913,301.0
65126.0,13128,722.2,245.6,13110,1586.0
5354.2,883,388.0,329.4,834,63.0
21735.8,5021,430.0,212.6,4844,399.0
51421.6,9717,691.8,114.0,9491,959.0
16429.1,3886,400.0,180.8,3886,309.0
15777.4,3622,300.0,163.6,3432,159.0
24193.2,5588,1030.8,592.2,4889,507.0
56278.5,12382,492.2,113.4,11740,1472.0
53958.1,7956,238.0,94.2,7604,268.0
44573.4,9681,447.2,105.2,9135,954.0
102913.0,20165,700.4,128.2,18249,1911.0
47046.5,9229,490.4,110.8,9089,1133.0
20235.7,4106,265.4,145.6,4072,364.0
55336.7,12280,759.8,162.2,11089,1248.0
116204.0,22721,697.8,103.4,18616,2082.0
32732.8,7483,458.8,99.6,6507,645.0
48557.5,7064,35.2,-12.2,6464,68.0
66876.3,9657,40.4,-6.4,8834,114.0
47904.5,9662,511.6,120.6,9366,1229.0
64178.8,12248,597.8,103.8,11196,1210.0
1230.9,3634,239.6,237.6,3634,0.0
56047.0,8044,682.6,85.8,8044,899.0
39860.2,9530,481.4,96.0,9027,1057.0
37030.1,7654,335.0,124.4,7298,797.0
101444.0,14168,353.2,60.0,14056,901.0
27445.2,4152,251.4,107.8,4152,261.0
43768.9,9702,312.6,132.6,6968,309.0
64219.5,14404,751.6,188.8,13609,1513.0
40997.0,9497,488.0,106.6,9313,1171.0
61019.1,10357,727.8,219.0,9574,753.0
68191.2,12862,289.8,93.8,9668,580.0
43628.8,9841,500.0,150.8,9587,1026.0
104399.0,12702,101.4,71.4,12316,139.0
56131.9,8637,675.4,95.8,7748,876.0
40003.0,7940,479.0,98.8,7670,1004.0
24443.7,4683,278.2,119.0,4683,382.0
25474.1,5652,372.8,162.8,5403,467.0
139781.0,27772,732.0,-43.8,23501,3005.0
68716.2,13901,783.0,-5.4,11881,1519.0
108455.0,18968,598.6,0.0,16635,1908.0
22906.2,9990,251.4,-7.6,5217,402.0
89264.6,16509,766.6,-4.6,15437,2001.0
100315.0,19970,585.6,-12.2,16814,1919.0
17679.0,3911,251.6,106.8,3446,176.0
26196.9,6217,819.0,574.8,5270,538.0
21094.7,3689,660.8,557.6,3656,183.0
46561.7,7343,258.2,121.4,7197,658.0
78671.2,14049,500.0,106.8,13449,918.0
33356.8,4771,546.4,120.6,4771,491.0
50890.8,10850,471.0,99.8,10783,1141.0
43794.7,7466,245.4,96.8,7466,441.0
32203.3,7929,380.6,132.2,7884,672.0
32930.8,7787,353.6,140.4,7257,713.0
39024.1,9844,515.0,104.8,9574,1015.0
16872.8,3959,280.6,125.2,3902,325.0
30855.8,7804,473.2,107.8,7437,806.0
49146.8,12261,779.8,179.8,10955,1115.0
48110.5,12028,703.0,175.8,11005,1093.0
41213.6,7370,219.2,83.6,7351,701.0
66687.1,15254,760.0,112.8,14273,1332.0
39880.2,7578,299.2,120.8,7578,736.0
40883.5,10122,382.0,70.0,9967,915.0
65282.1,8822,234.6,93.2,8691,341.0
41669.6,9421,451.8,126.6,9334,1010.0
38460.8,9633,480.0,133.0,9125,964.0
65600.9,8997,226.2,85.0,8827,357.0
43497.0,10620,482.8,162.0,9396,937.0
60082.0,9220,567.4,78.8,9105,894.0
45771.7,6831,672.8,87.0,6671,682.0
41444.9,9908,503.2,111.8,9553,1068.0
36008.5,7491,473.0,165.8,7209,681.0
31411.9,7345,344.0,138.2,7013,700.0
33563.5,6887,422.4,164.6,6853,579.0
30368.0,3601,240.8,236.0,3601,2.0
19267.4,4327,365.6,158.2,4301,386.0
49137.3,11746,688.0,196.6,10849,1107.0
23418.3,5317,423.0,138.2,5102,470.0
56242.7,18421,840.8,90.6,14280,1442.0
34315.6,7190,486.4,183.8,6733,602.0
75291.5,11726,243.6,101.8,10502,341.0
27169.7,7691,339.6,140.2,6726,587.0
48517.1,11361,737.8,175.0,9485,989.0
20423.4,4235,349.6,138.6,4164,376.0
38800.6,7538,260.6,124.2,6816,412.0
40541.2,5736,85.0,-0.8,5576,266.0
32658.4,5608,290.6,149.4,5452,478.0
18543.2,6307,397.0,138.4,4869,459.0
20224.6,4341,346.4,125.6,4341,354.8
57851.5,14154,1002.4,330.2,13789,1618.6
11588.7,2969,238.4,129.6,2573,210.0
31694.8,6159,425.6,179.0,6159,517.0
71517.0,10305,523.6,105.6,10042,780.0
17199.6,3928,322.6,124.6,3928,301.0
117427.0,13966,279.0,100.2,13901,606.0
70784.3,10749,653.0,100.2,10690,1326.0
51755.3,11540,462.4,119.2,11389,1302.0
19080.9,4143,359.8,189.0,4143,301.0
58341.3,18032,541.6,105.8,15700,1542.0
62039.3,8922,558.6,93.6,8922,1055.0
18506.5,4081,324.0,108.8,4081,327.0
37855.3,9759,495.2,120.2,8817,1087.0
6893.3,1054,241.6,113.6,1012,10.0
18947.7,4119,335.4,122.6,4049,318.0
56926.2,11949,735.2,230.2,11172,1339.0
17090.7,3723,277.0,139.8,3574,300.0
17088.6,4300,274.8,143.4,3903,295.0
75064.7,12309,465.4,95.0,11475,887.0
17145.1,5263,281.6,112.4,4172,347.7
45200.7,9601,338.0,134.2,9143,838.0
11130.6,3234,281.8,143.2,3203,229.0
51555.4,12917,470.2,122.2,12644,1470.0
63341.2,8783,234.8,139.6,8023,364.0
79772.3,11051,569.4,111.4,11013,1166.0
97894.8,13943,668.2,101.6,13463,1386.0
17840.6,3766,345.4,179.4,3766,305.0
27932.9,6142,342.6,175.2,6066,497.0
72992.5,10955,557.8,93.6,10955,1309.0
72891.4,10216,378.8,91.6,10162,910.0
66048.5,9095,381.8,111.8,9064,857.0
25871.1,5475,300.6,152.0,5375,277.0
55491.3,12498,715.6,97.2,12045,1285.0
49917.9,9214,320.6,101.4,8979,900.0
76844.8,10647,678.2,100.2,10647,1227.0
26301.6,5812,373.2,160.0,5812,520.0
63132.2,13270,688.0,109.0,13134,1568.0
17579.0,4030,347.8,137.4,3735,312.0
25537.2,5502,339.4,130.0,5353,395.0
56353.6,7423,240.6,103.4,7129,309.0
73959.2,10307,373.4,99.2,10190,1101.0
84795.4,13005,664.2,98.6,12641,1374.0
66553.5,10738,561.6,101.2,10085,1033.0
34711.9,5546,231.4,134.0,5546,492.0
5116.9,1589,1556.6,1322.0,1533,256.0
15383.0,3660,1497.2,1220.4,3471,406.0
19339.0,4158,341.2,149.2,3834,346.0
47073.6,7281,244.4,143.6,6420,659.0
4258.1,987,352.2,320.2,829,32.0
49385.9,11297,553.6,242.8,11282,1370.0
27386.3,3646,274.2,269.4,3646,0.0
26398.4,5705,245.4,129.4,5589,600.0
78931.4,11250,473.6,99.0,10976,996.0
55401.4,12685,684.2,166.2,12429,1313.0
75631.4,9568,240.6,101.0,9306,357.0
77207.0,12162,578.0,103.6,12018,1504.0
20281.9,4120,341.4,198.0,4120,314.0
65458.8,13320,925.6,360.2,13289,1659.0
27425.8,3958,131.6,97.6,3941,102.0
65187.4,14519,471.2,120.8,14254,1772.0
17141.7,3730,255.6,126.8,3730,303.0
55230.5,10350,444.2,97.6,10180,1268.0
65340.5,13605,716.4,251.2,13507,1563.0
18015.2,3593,305.2,173.0,3593,234.0
47698.9,10088,347.4,130.4,9582,1003.0
69460.8,10899,694.4,94.8,10858,1006.0
78783.3,12679,512.2,94.0,12631,1561.0
52474.6,8355,376.4,99.4,7866,755.0
43954.7,12158,252.0,134.8,9983,596.0
27570.4,3617,241.4,239.4,3617,0.0
54963.2,10727,472.0,244.2,10727,1207.0
18951.2,3745,345.0,127.8,3684,312.0
55286.0,7624,240.2,136.2,7624,784.0
71655.9,9528,232.0,86.2,9229,438.0
1196.4,3601,247.0,245.4,3601,0.0
81859.9,10881,292.6,138.0,10801,1018.0
96408.1,12808,702.6,102.4,12657,912.0
107289.0,15153,544.2,101.2,13491,684.0
88174.9,13581,701.4,102.8,12772,1293.0
55544.1,11042,512.0,139.8,10778,1130.0
106076.0,14445,393.0,105.2,14253,1266.0
93312.9,12401,154.4,81.4,12375,566.0
38353.5,5706,235.6,135.6,5706,537.0
22215.6,5384,425.0,148.4,5384,486.0
47291.0,7867,274.4,152.0,7867,968.0
7885.1,1280,238.6,101.6,1094,26.0
68826.2,10298,695.4,104.8,10142,1148.0
63710.0,11930,343.2,137.8,11432,1110.0
24867.0,5577,306.8,129.8,5527,491.0
48930.4,11490,481.8,150.0,10879,1170.0
0.0,5400,134.4,126.4,5400,0.0
43512.5,7636,340.2,135.0,7603,811.0
97024.3,15666,698.6,99.6,14896,1850.0
37997.5,7724,305.8,155.2,7465,394.0
55151.2,17669,708.6,151.6,13814,1328.0
33882.6,6002,254.2,138.0,5793,616.0
40927.4,7419,431.0,143.6,7419,795.0
23632.4,5830,432.8,146.0,5411,497.0
25110.4,5413,350.4,139.0,5413,471.0
132312.0,28544,1775.6,-10.6,23183,2666.0
147603.0,22737,376.4,-31.2,20352,1779.0
129791.0,20922,470.4,-4.0,18279,1466.0
100575.0,17305,477.8,-9.6,16739,1908.0
86634.2,14407,473.6,-9.6,14034,1609.0
18736.5,3478,45.8,-10.8,3367,195.0
20169.5,3251,48.0,-6.4,3251,195.0
40516.9,4506,193.4,183.2,4506,0.0
55910.8,8216,711.6,113.2,8041,904.0
30601.3,3601,234.2,163.6,3601,13.0
77580.4,12667,706.6,93.0,12390,1520.0
36961.4,7301,425.2,166.4,7240,642.0
35721.9,5546,248.6,139.2,5410,526.0
15640.4,3675,269.2,142.2,3447,253.0
83905.4,11169,237.6,117.8,11133,634.0
57805.3,9281,583.4,85.2,9236,831.0
49660.7,7158,387.2,97.0,7134,707.0
68863.5,10996,709.2,94.0,10818,1249.0
59593.5,8958,592.0,99.8,8717,901.0
60178.1,8671,476.8,90.2,8671,953.0
42282.2,6202,233.6,128.4,6102,631.0
86510.9,15512,550.6,97.4,14866,1466.0
26434.6,4861,236.0,135.4,4511,389.0
59013.9,7373,114.4,95.8,7192,133.0
56015.3,8161,707.0,103.0,8093,882.0
73199.6,7200,243.6,229.8,7200,2.0
56364.9,8439,408.2,91.0,8342,911.0
54444.2,5444,231.2,228.0,5444,1.0
41701.8,15699,1507.8,495.6,9475,1054.0
24931.5,6763,647.4,532.6,5845,297.0
71951.5,9098,146.6,117.4,8956,172.0
52666.3,7280,232.2,86.6,7215,362.0
39323.0,9031,445.0,175.8,8164,844.2
27729.9,3912,119.6,86.8,3873,77.0
44914.1,9757,502.0,172.2,9573,817.0
73456.8,11183,108.2,89.4,9220,169.0
47668.0,9763,766.8,169.4,9684,1063.0
80772.8,12491,589.4,90.0,12443,1231.0
54924.3,8260,311.0,124.9,8208,477.2
42836.5,6522,89.0,0.6000000000000001,6334,250.9
30277.2,4051,14.0,0.6000000000000001,3997,67.3
33956.7,4673,12.8,0.6000000000000001,4447,74.2
72773.5,15214,666.7,-0.5,12933,1012.8
30495.2,4976,11.0,0.6000000000000001,4281,64.3
52919.6,9649,151.1,-0.5,9154,511.5
54752.9,8663,311.0,124.9,8117,475.7
85082.5,15110,692.9,98.0,13829,901.8
115843.0,29601,170.4,95.0,21680,592.2
203794.0,32183,196.8,99.4,28999,1081.8
110640.0,20396,276.0,115.0,17692,906.3
18774.2,8390,118.0,100.8,7428,56.8
52835.0,7462,311.0,125.8,7377,406.0
54810.4,7828,311.0,125.1,7780,478.7
84554.4,14555,311.0,120.0,13207,755.7
64048.9,9127,126.2,99.0,8896,332.8
40927.5,6130,276.0,125.3,5663,343.6
51165.9,9757,311.0,124.9,7256,426.7
27902.2,10423,197.0,127.0,4857,215.5
79554.5,18162,344.0,104.1,13435,1127.4
84749.0,15363,692.9,98.0,13891,907.2
89178.1,14680,310.7,120.0,14178,809.0
76991.9,14971,694.0,158.1,13454,1125.2
63812.5,10249,155.5,99.3,8317,265.8
51101.0,7316,276.0,124.9,7271,387.1
47789.9,8864,276.0,124.5,8259,445.1
79332.7,14297,588.2,98.0,12527,801.3
50157.1,6747,311.0,124.5,6714,360.6
100480.0,17560,491.0,98.2,17560,553.9
64634.9,9108,128.0,99.0,8840,158.2
32552.2,14144,140.8,99.7,7100,68.1
13674.8,3017,125.9,96.0,3015,49.3
102003.0,16516,140.2,97.0,16376,264.5
62987.4,8530,125.3,99.2,8530,143.8
54532.5,9482,126.0,99.2,9340,106.4
20647.2,3894,587.7,249.4,3871,619.9
13486.1,2497,126.1,96.0,2497,41.9
22160.0,5210,397.7,96.0,4331,81.7
107154.0,16604,314.2,112.0,16349,595.0
54325.6,8756,308.2,116.2,8589,337.0
99451.1,14830,170.0,110.2,14071,276.0
14235.5,2049,153.7,111.6,1965,65.1
54917.3,8035,306.3,109.7,7864,364.8
87644.1,12719,188.2,109.7,12634,245.8
63307.8,9760,306.3,109.7,9510,433.2
72948.6,9980,226.6,110.2,9951,344.5
57166.9,8460,306.3,109.7,8265,426.5
32473.1,6399,155.4,111.6,4913,164.0
55063.8,7886,306.3,109.7,7526,365.1
65378.1,9535,306.3,109.7,9492,526.2
55139.2,8438,306.3,109.7,8228,357.5
23577.5,3910,166.4,111.6,3421,105.5
29537.4,6161,121.4,108.7,4688,52.4
23676.4,3336,129.6,98.3,3296,102.7
11607.9,1661,178.3,108.4,1630,68.1
3958.1,1111,144.7,123.0,919,44.3
4901.8,1381,144.7,123.4,1133,41.1
4193.2,1138,144.7,120.7,992,41.6
4477.8,1431,144.7,122.0,1161,35.9
4439.4,1240,144.7,122.8,972,48.9
4319.1,1665,149.1,122.6,1123,40.4
4100.6,923,144.7,122.6,835,38.3
4165.1,952,149.1,124.9,913,40.0
4684.4,4454,146.0,122.8,1087,54.5
4716.5,1351,149.1,122.5,1106,40.0
5030.8,1538,145.5,124.6,1148,55.7
4678.6,1191,149.1,125.0,1038,39.9
3654.6,1122,141.0,119.2,916,46.5
4677.8,1313,144.7,122.8,1105,36.0
5396.9,2340,149.1,121.0,1741,45.9
7579.3,3409,144.7,122.0,2707,63.1
4818.2,1553,149.1,122.8,1120,40.8
3853.3,999,144.7,125.7,821,38.0
4777.5,1372,149.1,122.8,1118,44.6
7184.4,2423,144.7,119.2,1695,78.6
4744.4,2001,144.7,122.8,1041,40.2
3979.8,1030,144.7,122.8,896,39.5
4701.0,1429,149.1,122.8,1139,39.9
5112.0,2748,146.8,123.4,1096,58.9
4756.9,1348,149.1,122.8,1164,44.2
5333.3,5316,145.7,124.4,4063,40.3
4866.8,1507,149.1,122.8,1257,60.1
4609.1,1409,149.1,122.8,1186,42.5
5001.4,1410,146.7,122.1,1274,57.9
5509.8,2711,144.7,120.8,1795,43.4
5199.0,3519,146.0,122.8,1698,59.3
4530.0,1391,149.1,122.8,1181,40.0
4070.7,1172,144.7,122.1,995,41.1
4739.7,1485,150.7,122.9,1215,45.1
5149.8,2697,144.7,124.5,1737,64.0
4701.1,1436,149.1,122.9,1177,44.8
4118.6,1056,144.7,121.9,949,42.5
4616.3,1495,144.7,122.8,1170,36.0
4342.1,1213,144.7,122.8,1108,43.4
4237.0,1289,149.1,122.8,1150,42.1
3978.1,1073,149.1,123.1,989,42.5
4253.5,1333,149.1,122.8,1131,42.9
4268.7,1173,144.7,122.4,1092,43.4
4258.1,1510,144.7,122.8,1161,35.9
4828.7,2401,144.7,121.0,1329,51.2
4439.2,1502,149.1,122.6,1160,42.6
4677.8,1363,149.1,121.9,1076,62.6
5611.4,1821,149.1,121.9,1455,49.3
5480.3,2058,149.1,121.1,1421,45.3
7075.9,1681,151.4,125.0,1464,82.8
3976.0,933,143.6,123.2,839,43.9
4892.6,1292,143.6,122.9,1062,40.6
4053.6,921,143.6,121.7,804,45.7
4696.4,1348,143.6,121.5,1010,40.5
5430.8,2397,146.2,123.0,1260,71.4
4031.7,1089,143.6,122.9,959,34.5
3974.2,920,143.6,122.6,774,42.2
3991.6,828,143.6,122.9,735,42.1
4647.5,1153,143.6,122.9,983,40.5
4628.8,965,143.6,122.9,910,57.9
4695.1,1351,143.6,123.0,1061,40.4
4610.3,956,143.6,123.1,867,54.9
4713.7,1410,143.6,123.0,1018,41.5
3940.9,962,146.2,122.7,827,48.5
4970.5,1390,146.1,121.1,1050,42.7
4694.3,1057,143.6,125.8,936,55.0
4673.9,1306,143.6,122.9,978,40.3
4776.8,1335,143.6,121.3,1064,57.4
4704.8,1038,143.6,123.0,870,40.4
4995.0,1377,143.6,121.0,1100,57.1
3970.9,1049,143.6,122.9,836,41.8
4743.5,1130,143.6,121.5,950,56.6
5782.0,2043,143.6,119.6,1320,41.0
4138.6,1022,143.6,121.2,856,44.1
4731.9,1157,143.6,122.9,1032,41.9
4617.8,1175,145.1,121.2,995,76.0
4839.6,1381,146.2,122.9,1009,45.5
4822.0,1141,143.6,122.8,1063,63.5
4726.1,1221,151.0,122.9,914,50.3
5164.2,3569,146.2,122.0,1555,72.7
4647.6,1235,146.2,122.9,1038,49.8
3842.4,1206,143.6,125.0,927,45.5
4682.9,1048,143.6,123.1,885,40.8
4692.3,1163,143.6,122.5,1092,55.9
4736.0,1493,143.6,122.9,1235,40.6
5445.3,3396,145.7,120.8,1369,65.2
4927.5,1133,146.2,125.0,994,47.3
3774.8,968,146.2,123.4,823,37.2
4681.5,1304,143.6,122.9,1069,44.5
4717.9,1335,143.6,122.9,1082,55.9
4764.1,1300,143.6,122.9,1063,40.5
5400.9,3657,151.0,126.7,1043,72.2
