distance,elapsed_time,highest_elevation,lowest_elevation,moving_time,total_elevation_gain
19609.3,4286,473.0,95.7,3807,443.7
19286.3,3708,358.9,99.0,3328,367.1
19383.2,4529,324.0,99.1,3159,137.7
69021.2,21467,470.0,99.3,14443,1325.1
15387.0,2927,127.2,104.7,2251,95.0
21269.9,5085,138.0,94.1,3971,193.9
80839.9,23130,535.9,99.7,15682,1303.1
18242.6,6252,126.3,105.0,3075,108.2
15457.1,4915,125.1,105.0,4508,59.3
78426.9,20635,469.9,99.9,15890,1356.1
15800.3,3316,123.6,104.9,2772,98.1
19091.8,5833,121.0,101.6,2986,99.3
16235.7,3549,126.3,103.8,2857,63.9
32965.3,6578,227.0,96.0,5482,358.6
16426.2,3956,125.1,105.0,2771,64.5
29229.2,21349,206.4,126.7,8949,725.6
14560.4,4395,160.9,96.0,3542,282.8
40455.2,10168,504.7,95.1,8479,753.8
20231.2,4338,128.9,104.7,3542,132.1
40245.7,14147,251.0,95.7,10842,445.1
82457.1,16959,693.0,101.6,16630,2285.0
10668.6,2232,111.0,68.1,1854,97.5
32006.8,6973,154.0,103.0,5475,230.7
88649.7,19110,692.9,95.7,15818,1335.6
51718.8,15800,659.9,130.0,11154,1301.6
51696.8,19873,284.2,95.1,11830,793.3
76775.5,14578,692.9,95.7,12432,972.3
16101.2,7086,125.1,103.1,2572,86.4
28547.2,10202,204.5,94.4,5833,373.5
15805.4,3182,125.9,105.0,2524,60.0
17352.6,5335,125.2,103.4,3387,111.9
15685.2,3295,125.1,105.0,2291,63.2
35738.4,11098,217.0,96.0,8498,584.2
28771.2,6148,253.5,94.0,4570,323.8
15296.4,3396,125.2,104.9,2422,90.2
42082.6,17583,593.0,129.0,10215,1162.5
99915.1,25754,697.9,95.7,22242,2330.9
16872.4,3355,124.0,105.0,2679,96.1
15730.6,3582,129.2,105.0,2607,65.9
15659.4,3058,125.0,104.3,2506,93.5
16641.1,3762,126.3,105.0,2712,63.5
43369.2,9568,416.8,96.0,8529,775.0
84996.0,21006,507.0,183.9,18780,2725.6
12704.8,4028,240.1,162.9,3074,137.9
49621.0,10229,489.0,162.9,8845,993.1
17559.3,4665,126.3,97.0,3340,134.1
15321.0,3067,125.1,104.9,2334,95.9
43265.2,11911,303.0,95.7,7310,577.2
23275.2,5977,217.0,94.2,4482,329.7
15351.7,3382,125.1,104.9,2242,95.9
27129.5,7002,473.0,95.7,5470,712.8
131828.0,28486,701.0,95.7,23748,2197.4
17386.4,10550,521.0,301.8,5590,351.2
8029.9,6831,482.0,314.4,2755,208.7
15904.2,3804,130.1,105.0,2945,97.9
65805.8,21592,482.0,96.0,15592,1016.4
15709.9,3067,126.3,105.0,2295,113.9
34436.2,14121,368.5,95.1,7535,567.1
6995.4,1955,121.1,99.6,1197,82.3
10516.8,3060,125.4,106.6,1919,52.7
46308.0,16629,697.9,328.0,11234,1156.8
39339.3,17058,700.9,195.5,11067,1031.6
63779.7,23704,550.1,100.0,16861,1657.1
10404.8,2040,125.2,103.8,1649,72.9
10142.6,2534,128.6,106.5,1821,51.2
15535.9,3132,125.3,101.7,2512,146.0
29096.8,7989,405.6,94.5,6495,611.9
10414.1,2831,126.2,106.5,1861,52.5
10923.6,2630,127.0,106.6,1801,61.5
28767.9,8330,217.0,95.0,6713,403.1
37535.9,9567,504.2,89.9,7264,804.2
7049.4,1778,121.0,100.1,1430,97.9
7432.9,1510,121.0,99.6,1248,82.5
11267.8,2451,127.2,103.8,1904,63.4
117816.0,26496,952.9,248.1,23330,3327.7
11508.9,2669,128.5,106.5,1962,89.0
13957.7,5514,127.0,102.0,3552,92.3
15655.4,3167,125.1,101.8,2738,49.8
6956.2,1704,121.0,99.6,1276,30.8
29458.0,10938,217.0,95.0,6393,210.2
12018.8,4934,152.3,96.0,2433,115.1
6692.0,1995,121.0,99.6,1853,30.2
21225.3,6656,121.0,103.8,4291,28.6
68142.2,13974,697.9,95.7,11654,926.8
6683.1,1714,121.1,99.6,1142,29.8
6623.1,1807,121.0,101.4,1200,33.3
6742.8,2268,121.0,99.6,1314,29.6
13206.6,6084,121.1,99.6,3580,61.9
11786.9,3189,125.4,102.0,2252,25.9
19394.4,11608,346.6,104.0,6078,287.5
25982.0,7392,289.8,104.0,5778,515.7
24140.5,6686,127.0,99.6,4377,53.5
10493.7,3115,130.1,106.5,1988,10.1
13206.9,5380,155.9,122.8,3575,45.8
40129.7,7754,200.5,152.0,6029,124.0
10402.5,2131,126.3,106.6,1678,18.8
54404.3,9301,220.1,106.6,8317,188.4
10454.5,2332,125.2,106.5,1737,18.2
6523.5,2284,121.0,101.7,1570,32.2
39597.3,12844,444.7,95.0,8199,661.2
10540.3,2260,126.3,106.5,1889,18.8
59325.4,13716,505.9,94.5,12074,1187.1
10607.4,1960,126.3,106.5,1678,18.7
11387.7,4899,125.8,101.0,4230,26.5
30897.2,19473,116.6,95.7,7410,48.6
14489.5,5698,659.5,607.4,3920,418.5
8949.9,3055,119.0,103.1,1791,11.7
24007.1,9364,121.0,95.0,4863,85.1
7960.5,3191,111.3,95.7,1887,28.8
10460.2,1932,125.1,105.8,1673,18.7
19842.6,7884,148.2,96.3,4413,147.8
11477.6,3176,121.0,101.1,1862,55.5
6797.3,1751,120.9,99.6,1337,29.8
11411.5,3084,125.1,102.1,2118,25.3
16051.5,3023,125.1,101.7,2428,50.0
5192.9,1930,135.0,96.0,1237,55.2
6913.6,1749,121.1,99.6,1395,30.2
10464.9,3196,125.4,106.6,1965,10.2
38598.0,8525,454.0,94.6,7223,492.2
38867.4,6644,402.5,100.0,5717,133.3
23743.8,7320,143.2,128.8,6359,179.3
8850.2,2513,143.2,128.8,2291,68.9
9013.8,2476,143.2,128.8,2311,69.1
15337.8,3905,143.2,128.8,3801,124.0
5421.8,1291,143.0,128.8,1285,41.7
17728.5,3888,143.2,128.8,3887,137.0
25489.3,5861,143.2,128.3,5583,190.2
10527.6,1920,125.4,106.6,1653,17.9
10263.3,2409,125.1,106.6,1960,0.0
15800.4,3131,125.2,101.7,2567,50.9
23586.1,5425,368.5,95.7,4816,371.3
7786.5,2476,121.5,99.6,1427,28.8
11988.0,4555,126.9,106.5,2432,0.0
15822.4,3361,125.2,99.6,2495,53.0
6746.6,1708,121.1,99.6,1202,29.9
12102.0,4145,126.3,106.6,2687,10.2
24653.9,11244,164.9,97.0,6181,183.8
13220.1,5554,121.1,98.1,2266,66.9
10500.6,2960,126.5,106.6,1608,0.0
21919.9,14214,158.4,100.0,5415,177.9
49391.6,10279,416.5,147.3,9273,951.5
16434.9,3651,125.7,101.8,2936,50.1
6908.4,2138,121.0,99.6,1347,30.3
12989.0,5994,130.0,106.5,3284,10.1
15425.3,5823,132.1,106.5,3474,25.0
10325.2,4419,125.4,106.6,2399,0.0
16685.6,3913,127.0,101.8,3124,52.9
23999.3,6708,368.5,95.7,4799,373.2
6180.0,1577,121.0,99.6,1065,30.3
11575.8,3026,125.1,100.5,2186,25.8
15899.9,3559,125.1,101.5,2683,50.3
36691.3,8358,505.5,95.0,7574,805.5
17827.0,4896,217.0,94.2,3469,150.0
15237.3,3229,125.1,105.0,2465,20.0
20120.1,5079,421.7,94.3,3642,427.6
10688.8,2649,125.4,106.6,1955,10.5
24527.7,4870,584.0,305.0,4369,485.9
34629.6,8479,505.1,95.0,6839,678.6
6672.4,2032,121.0,101.5,1301,33.4
10200.0,2185,125.1,103.4,1822,20.8
10271.4,3800,126.5,106.5,2045,10.6
29497.8,7799,504.3,94.4,5695,584.3
6440.0,2116,121.1,101.6,1128,33.2
35621.8,11168,292.9,7.0,8221,636.4
9381.2,4126,369.0,4.0,2921,363.7
5473.0,1310,135.0,96.0,1246,59.3
6735.1,1480,121.1,99.6,1339,30.0
10475.0,2187,125.5,107.8,1752,0.0
19684.4,4310,141.0,117.7,3484,72.5
14556.8,6809,135.8,118.1,4875,17.0
10142.7,2123,125.5,107.1,1564,18.1
10476.0,1966,125.2,107.6,1519,0.0
31829.1,8356,484.1,109.1,7301,970.0
10096.5,1929,125.5,107.1,1679,18.0
12561.3,3085,126.2,104.0,2069,12.9
9659.9,8177,126.1,114.0,4272,11.8
10115.7,2408,125.6,106.8,1569,18.3
10387.9,2215,125.6,107.7,1537,0.0
28675.1,5778,141.0,107.1,4559,50.5
10506.8,2718,126.1,107.3,1786,0.0
21799.6,5661,215.5,95.3,4474,252.5
10328.1,2453,126.1,107.6,1623,0.0
10758.9,2252,125.7,107.1,1785,18.1
10841.6,2670,125.7,107.4,1866,0.0
64582.6,18117,498.9,95.6,13117,1064.3
10444.9,1794,125.7,107.2,1546,18.0
10587.8,2290,125.4,107.4,1680,0.0
10326.0,1851,125.4,107.0,1529,18.0
10548.4,2866,126.4,107.3,1719,0.0
9985.2,2112,125.6,107.0,1723,18.2
10513.0,2348,125.5,107.8,1613,0.0
17290.8,3861,130.3,113.4,3417,16.2
10062.3,1664,125.5,107.3,1459,17.7
10571.6,2090,125.2,107.7,1636,0.0
21454.1,5701,141.0,115.8,3906,46.9
50065.8,17878,692.3,100.0,11137,697.1
15290.0,2977,125.4,105.0,2250,31.4
11132.3,3124,141.6,95.2,1938,114.1
10230.8,2881,125.8,107.6,1750,0.0
29604.3,17090,141.0,107.3,8655,67.5
32381.4,7341,358.4,95.5,5675,461.4
19582.5,5508,126.3,97.7,4232,24.9
8579.6,3850,122.3,97.9,1984,33.1
11445.9,2876,125.8,102.8,1945,24.5
53395.3,16804,934.0,230.5,12037,1159.2
15797.7,2500,126.0,104.2,2200,32.8
7428.3,2106,122.3,98.6,1407,32.3
11773.0,2897,126.8,103.0,2301,23.2
122583.0,31189,368.2,90.4,23610,911.5
90210.9,22689,751.9,100.6,17371,1685.7
17356.5,9309,175.5,136.4,5404,112.1
10204.4,1695,125.5,107.2,1363,17.8
20431.9,5992,126.6,105.0,5026,32.9
12789.0,3385,144.2,95.3,2772,115.2
40074.3,9342,504.5,95.5,7378,570.5
48423.8,10958,502.4,95.1,8437,629.5
27838.7,7355,244.7,95.6,5789,222.9
10646.6,2441,125.6,103.5,1976,21.5
10263.9,2187,125.6,107.5,1590,0.0
45459.9,6426,220.0,116.7,6050,154.5
51213.7,20504,637.5,104.0,14498,1422.2
41724.2,8174,502.7,95.3,7326,599.1
10575.2,2624,125.8,107.6,1672,0.0
42621.2,9972,503.5,95.1,8040,589.4
10715.5,2479,126.4,107.6,1745,0.0
10142.3,1975,125.5,107.2,1602,17.8
10759.1,3428,125.8,107.4,2009,0.0
15322.4,3163,125.3,104.5,2164,32.2
35318.3,7956,497.1,89.9,6707,661.2
40099.4,10246,475.7,95.5,8102,608.3
18240.8,4235,218.5,95.3,3465,188.6
10686.3,3026,125.9,107.5,2091,0.0
20528.1,13630,136.0,117.9,8304,27.5
9411.4,4482,387.0,223.8,3730,241.3
100191.0,25249,702.8,113.4,21092,2336.8
46084.7,12791,141.0,107.2,9182,69.1
10528.4,2610,125.7,107.6,1811,0.0
10466.8,2315,125.5,107.5,1674,17.6
19136.5,4940,154.9,95.3,3018,137.7
35895.6,8403,464.2,95.6,6951,507.0
33093.4,10982,126.0,98.2,8131,78.7
11568.2,4045,126.2,101.9,2218,23.5
36534.7,7141,188.1,116.3,5517,102.0
5264.3,3221,126.4,114.5,1291,11.5
26553.3,11733,137.0,106.9,6578,41.5
18341.1,5554,219.4,95.3,3833,181.6
15451.9,3012,125.9,104.9,2496,32.0
76060.4,14643,692.3,90.1,12221,862.6
46190.7,10476,504.4,95.4,8891,588.6
10344.0,1851,125.6,107.5,1502,17.9
11013.1,3285,125.8,107.5,2385,0.0
52817.8,12032,494.3,95.9,9703,575.0
20135.2,4026,219.8,95.5,3435,200.1
23557.7,9184,129.1,107.1,6425,21.7
10310.3,2269,126.7,107.3,1765,0.0
10374.1,2968,125.4,106.7,2058,18.3
84515.6,14478,692.6,90.6,12954,862.3
15802.0,4438,126.0,95.6,3040,46.7
61551.7,12657,503.4,89.3,11067,1029.4
10567.9,2521,125.1,107.7,1684,0.0
16966.0,3761,125.2,103.2,3151,21.2
7140.8,1559,122.2,98.2,1280,33.4
77679.8,14648,694.0,89.6,12759,896.1
99772.3,20774,360.9,89.9,17220,747.6
10961.7,1916,125.7,106.8,1424,18.6
20426.5,5539,219.4,95.7,4386,257.7
10360.2,2331,125.8,107.3,1656,18.0
12074.7,3254,126.0,95.0,2110,29.1
24730.7,5637,125.8,98.5,4467,54.8
45155.4,9699,188.1,107.5,7792,102.3
10398.7,2078,125.4,107.1,1572,17.8
40518.4,10198,504.6,95.6,7849,553.2
10568.5,3135,126.0,103.4,1945,22.1
32047.7,8254,437.5,95.7,6506,414.5
52337.6,11358,538.3,100.2,9925,893.9
23931.6,5094,219.2,95.6,4287,226.7
8102.1,2612,122.1,97.1,1754,35.7
12708.4,4360,125.8,107.5,2248,0.0
11179.2,2140,125.9,107.4,1712,18.0
11110.8,3059,125.1,107.3,1753,0.0
112386.0,21520,311.3,116.2,18168,624.3
15656.1,3333,126.0,104.8,2525,20.6
12715.2,4573,135.5,96.0,3125,93.0
61932.4,11791,220.0,102.3,9944,154.7
15369.9,2630,125.6,105.0,2013,31.3
15840.9,3662,125.1,102.1,2873,0.0
16501.3,3651,126.3,104.5,2972,21.1
16114.7,2884,126.2,102.3,2291,0.0
15951.1,3383,125.6,104.8,2899,20.6
15475.9,3389,125.3,103.1,2415,0.0
15635.4,2658,125.8,104.7,2405,31.9
15506.1,3349,126.0,103.0,2643,0.0
77332.2,13690,311.4,116.6,12496,402.6
35787.7,9865,129.1,96.0,7144,123.3
62679.1,12561,692.3,109.1,11307,1287.9
49443.6,10056,220.0,116.5,7407,175.3
53932.2,10993,220.0,114.2,8528,165.9
15307.2,3906,125.6,104.9,2421,20.2
38100.5,9459,463.6,89.4,7383,438.2
15020.5,2821,125.9,104.9,2145,31.7
16739.6,5215,125.3,97.9,3075,35.5
15934.3,4445,125.7,105.1,2868,20.2
65710.3,13691,208.8,89.9,11823,289.5
15063.2,2979,125.4,105.1,2349,19.9
56442.4,11996,188.2,103.5,9541,115.4
15791.2,3191,125.3,105.0,2644,19.8
60749.6,11223,220.0,102.1,9389,156.5
15148.3,3483,125.4,105.1,2629,20.0
15889.0,3400,125.5,102.2,2542,0.0
15904.2,3285,125.3,104.7,2610,20.2
17098.3,3816,125.3,99.5,3239,0.0
5124.9,1420,141.0,120.2,1077,20.0
60306.9,10158,277.9,116.4,9363,325.9
45447.8,9647,220.0,116.8,7071,154.5
15305.3,2992,125.4,105.0,2412,30.6
52836.1,10512,188.1,102.5,8687,112.7
15070.6,2658,125.5,104.9,2119,31.4
17605.5,5419,126.0,97.0,3015,48.2
15449.8,3092,125.7,105.0,2450,20.3
43503.4,10372,164.9,103.0,7235,143.6
15376.9,3343,124.8,105.0,2436,19.3
16884.1,4462,126.2,102.5,4462,0.0
16682.1,3516,125.2,105.0,2933,19.8
22476.8,4612,123.3,104.1,3429,0.0
15203.4,3169,125.9,104.7,2359,32.0
14603.6,2725,126.4,105.4,2277,0.0
39423.9,8354,188.1,116.8,6852,103.9
15089.7,2485,125.3,105.0,2035,31.3
16839.7,5347,125.6,103.5,3415,12.9
24599.0,5532,141.0,116.5,4086,54.2
17584.2,4097,126.1,104.7,2928,33.4
15517.3,2916,125.0,103.2,2225,0.0
15502.5,3471,125.9,104.7,2920,32.5
16663.5,5198,126.5,102.3,3963,0.0
15866.7,3770,126.0,104.8,2948,32.2
24241.4,9654,144.0,104.6,4997,60.4
15496.0,4339,125.5,105.0,2611,31.7
27246.0,11191,125.5,95.2,5856,68.2
36174.6,6799,188.2,116.4,5543,112.7
15753.9,3498,126.4,105.1,2442,32.0
15583.8,2633,125.2,103.2,2379,0.0
36345.6,6663,188.2,116.4,5604,102.6
16124.3,3555,125.4,105.1,2691,31.3
16907.0,5560,125.9,103.5,3436,13.0
63692.9,13315,277.8,116.4,10122,321.9
17791.0,4268,125.9,105.1,3113,31.7
19460.7,4947,144.0,103.0,3064,29.7
15385.2,3105,125.7,105.0,2497,31.2
16405.5,3589,126.3,102.2,2710,0.0
36194.9,8077,188.1,116.5,5841,103.1
15362.0,3035,126.0,104.9,2323,32.5
15615.1,3905,126.4,103.1,2926,0.0
46133.8,8489,220.0,116.6,7338,154.7
15164.8,3267,125.5,105.0,2339,31.2
19214.9,6992,126.6,103.2,4134,0.0
15577.3,2909,125.6,104.9,2440,31.2
16867.8,3834,125.6,102.4,2746,0.0
60665.4,12031,277.8,116.5,9978,328.5
15202.3,2570,125.3,105.0,2086,31.1
19803.6,4956,125.6,100.4,3315,0.0
16195.5,3311,125.9,105.0,2516,31.4
15867.1,4191,125.2,103.0,2581,0.0
15881.4,3144,125.6,105.1,2487,31.1
50201.2,15256,220.1,116.4,10245,176.0
20104.0,5693,143.0,105.0,4069,37.7
14269.7,3890,219.1,95.6,2836,211.2
10509.0,1924,125.5,107.3,1526,0.0
23084.4,12256,125.2,97.2,8281,66.2
43280.9,9373,214.3,107.1,7331,151.4
29866.0,7662,143.0,104.4,5042,61.0
7388.2,1926,122.2,97.2,1575,33.5
10508.9,3146,125.3,107.4,1584,0.0
14587.9,5998,125.5,107.6,2931,17.8
37445.6,11635,360.9,95.2,6694,392.9
43355.0,14362,157.5,95.3,8853,264.5
18200.8,5707,193.2,95.8,4128,165.8
55812.6,20724,692.4,171.6,13541,1121.4
53071.9,16927,373.2,95.5,11019,529.5
19479.0,5403,140.9,134.7,3562,0.0
44599.3,12542,505.9,95.7,9396,724.2
7248.1,2371,122.5,97.5,1323,33.8
12979.1,7768,126.3,107.3,3603,0.0
10349.3,2214,125.4,107.4,1557,17.7
10449.1,2788,126.1,107.4,1722,0.0
62630.6,19456,925.2,227.0,12377,1796.5
16770.3,3994,248.2,169.1,3345,77.0
66645.2,19020,149.0,95.9,14207,318.2
10633.1,3139,125.5,107.4,1844,0.0
15548.9,3156,126.4,104.7,2741,21.2
8089.1,2000,122.4,97.2,1533,33.6
10670.2,3534,125.7,107.4,1820,0.0
15236.7,3441,126.0,104.9,2528,32.3
28616.6,10496,477.9,90.2,6242,451.7
10422.5,2350,125.5,107.6,1871,0.0
45532.7,17590,152.0,95.1,11291,295.2
10476.5,2095,125.6,107.5,1733,0.0
43045.6,13670,154.3,95.1,10778,179.5
9707.6,2448,120.5,107.5,1477,0.0
109460.0,21436,934.0,105.0,19133,2001.4
15437.3,3157,125.8,104.7,2435,31.6
77804.2,13901,692.0,90.1,12357,781.7
10332.1,2098,125.3,107.5,1606,0.0
10236.2,2174,125.3,107.5,1708,17.5
11845.1,2960,126.7,97.1,2172,18.1
10317.7,2626,125.2,107.4,1633,17.5
10340.3,2241,125.7,107.5,1654,0.0
54936.1,14478,504.6,93.4,10363,865.3
12243.8,3641,126.5,107.5,2571,0.0
81539.8,24963,785.1,205.9,17813,2256.4
69871.3,23252,126.4,89.9,14406,129.6
12221.4,4147,125.8,102.4,2612,23.5
33466.4,16618,144.5,107.3,9736,78.8
10625.8,2407,126.1,107.3,1679,0.0
39076.3,8351,504.6,95.4,7176,640.8
6549.7,1665,120.4,101.4,1182,31.5
7369.3,3383,122.5,96.9,1572,34.1
10685.4,2678,126.2,107.2,1819,0.0
36799.9,12877,637.3,306.5,8966,770.7
10284.9,2549,125.5,107.5,1579,17.4
10556.0,2471,125.7,107.3,1921,0.0
53200.7,8752,371.0,164.3,7369,669.8
15395.7,3248,125.6,104.8,2452,31.8
70855.8,12280,692.5,89.9,10958,750.5
7420.3,1967,122.4,97.1,1390,34.1
11851.8,3656,125.8,102.9,2283,23.3
15313.2,3428,125.8,105.0,2696,20.5
71239.7,12579,692.4,90.1,11204,767.5
7456.7,1951,122.4,97.1,1451,34.1
10892.4,2994,126.1,107.6,2007,0.0
28111.5,13292,131.9,107.2,8364,35.9
11943.3,2961,126.2,103.1,2013,23.1
10954.2,2813,126.5,107.5,2346,0.0
18417.8,8253,126.2,104.9,4145,20.8
9870.0,3425,122.2,98.8,1878,32.4
10712.5,2496,125.8,107.5,1969,0.0
11935.2,3214,126.0,96.7,1931,28.8
11828.3,2574,126.0,100.6,1921,25.3
15622.6,3014,125.3,104.9,2553,31.6
9878.3,3533,122.2,98.6,2099,33.3
11361.1,2413,126.1,107.5,1880,0.0
91071.7,21763,692.1,101.1,20697,2776.2
15478.1,3324,125.4,104.8,2600,20.3
18007.0,5819,126.2,98.8,3576,34.3
16390.8,3850,215.2,95.1,2751,51.7
16898.9,7932,211.1,96.0,4117,213.4
10431.7,1929,125.1,107.3,1748,0.0
16434.2,4968,125.6,101.8,3204,58.8
10713.7,2829,126.1,107.8,2066,0.0
10198.8,1573,125.4,107.3,1451,17.7
10330.8,2469,125.9,107.3,1604,0.0
38048.3,7883,934.6,231.2,7456,905.4
82344.1,20170,933.6,104.6,18441,2063.7
15416.8,3662,125.9,105.1,2805,20.3
4446.5,1369,113.9,103.6,822,0.0
3906.9,1296,113.3,103.3,810,0.0
7580.1,1835,122.2,97.7,1441,35.7
12386.1,2426,125.6,95.3,2051,30.6
25646.3,4403,125.2,101.0,4041,48.4
24665.1,4158,124.8,100.0,3644,61.2
55360.9,8440,153.3,95.8,7687,157.5
46791.8,7200,140.7,95.4,6516,84.7
11198.0,2313,126.2,107.4,1900,0.0
15407.6,2847,125.5,105.0,2458,31.2
7419.9,2191,122.3,97.3,1570,33.5
10316.6,2130,125.2,107.7,1760,0.0
17753.6,6528,571.7,306.8,4889,456.6
16153.3,2646,142.6,95.4,2253,68.0
16660.0,2862,161.6,95.9,2606,94.9
85234.4,16545,692.5,100.6,14016,1728.0
4102.8,2067,204.6,171.2,1247,33.1
48853.7,11191,487.1,162.2,9377,948.9
10153.3,1910,126.2,107.4,1589,18.2
10562.9,2603,125.6,107.3,1711,0.0
18935.7,8286,454.6,306.0,5996,349.4
10451.0,2358,125.3,107.2,1652,17.5
11254.7,2396,126.6,107.3,1872,0.0
21002.1,14430,127.6,113.1,8399,14.0
10323.9,3403,125.3,107.3,1677,17.4
10428.4,2075,125.5,107.7,1730,0.0
35815.1,5717,188.1,116.4,5347,112.2
10242.6,1971,125.4,107.4,1587,17.6
10198.0,2067,123.4,107.5,1709,0.0
10505.9,2253,126.1,107.5,1775,18.2
10605.5,2248,125.7,107.1,1637,0.0
82000.3,18775,505.2,188.2,17648,2150.3
74818.4,19115,551.6,234.3,16717,2094.2
10217.8,2099,125.3,107.4,1595,17.5
10324.3,2744,125.6,107.2,1691,0.0
12942.5,2025,111.9,90.0,1793,20.1
10491.8,2542,146.4,93.4,1847,69.6
18327.6,3046,152.4,95.5,2641,83.8
22097.8,11655,126.4,112.9,7262,23.2
33943.3,6885,404.4,95.1,5990,530.4
10621.5,2330,125.9,107.2,1532,0.0
44649.0,11060,451.3,95.4,9254,716.5
41194.8,5877,399.0,95.6,5496,235.0
20810.1,14694,143.0,114.0,8106,55.5
10244.6,2012,125.5,107.7,1605,17.4
10473.7,2396,125.5,107.8,1631,0.0
66562.4,17408,140.1,129.2,15755,60.5
45801.2,16927,148.5,95.1,12733,224.2
10673.8,2770,125.6,107.6,1573,0.0
12037.2,3282,125.9,107.3,2686,18.2
10132.0,2847,125.5,107.8,1979,0.0
15517.4,2999,126.4,104.8,2555,32.0
15599.8,3478,125.8,103.0,2435,0.0
18178.7,4061,219.3,95.4,3382,191.2
10411.1,2570,126.0,107.6,1767,0.0
10458.4,2042,125.8,107.5,1748,18.0
10776.9,2540,125.7,107.5,1787,0.0
109700.0,23026,951.7,249.6,21670,3896.8
15357.8,2991,125.9,104.9,2249,31.8
7575.3,2279,122.4,97.0,1292,34.0
10394.4,2151,126.5,107.4,1682,0.0
30750.5,7633,484.0,89.9,6095,744.1
13773.2,7481,126.0,112.9,4714,12.2
35640.3,9193,480.1,95.2,7288,593.8
11324.3,2674,126.2,107.4,1906,0.0
9881.8,1760,125.3,107.1,1396,17.8
11762.5,2341,125.9,107.1,1822,0.0
100782.0,19397,692.5,89.2,15894,1488.2
44679.7,13026,498.8,131.8,9802,905.9
25655.7,4635,239.6,95.4,3918,218.5
11198.3,2260,125.8,103.8,1679,12.0
19221.2,4674,214.7,95.4,3571,218.8
10673.3,2154,125.2,107.4,1656,0.0
10031.6,1830,125.6,107.4,1531,17.7
10263.3,2107,125.6,107.5,1516,0.0
10187.4,1604,125.3,107.5,1493,17.5
10452.9,1787,125.9,107.5,1601,0.0
109862.0,20990,932.9,162.0,18769,2666.0
52386.8,12232,574.0,122.0,10107,1399.6
15217.8,8413,125.8,111.5,5305,13.3
10213.5,1883,125.8,107.3,1563,17.6
10533.8,2053,124.8,107.7,1676,0.0
33080.5,6214,226.7,95.6,5375,170.2
14235.4,10800,141.0,118.1,4890,22.5
10187.6,2021,126.1,107.3,1529,18.5
10503.2,2337,126.1,107.5,1817,0.0
23129.7,4270,141.0,109.4,3525,36.2
10391.3,1957,125.6,107.9,1673,17.5
10288.5,2505,125.5,107.7,1760,0.0
34421.1,12603,126.6,103.3,9921,50.1
10180.6,2461,125.7,107.2,1720,18.1
10242.0,2205,125.9,107.3,1543,0.0
100886.0,23529,752.8,89.8,17939,1169.3
38365.7,7515,503.7,95.2,6639,549.9
10473.6,2373,125.8,107.3,1468,0.0
10052.6,1744,125.6,106.9,1503,18.3
10346.9,2412,126.5,107.7,1625,0.0
10310.9,1802,126.1,107.0,1495,18.6
10443.5,2412,125.6,107.4,1618,0.0
23264.2,6423,408.8,89.4,5063,552.4
56696.5,11701,695.9,109.0,10574,1370.8
10063.8,2301,125.9,107.3,1738,18.2
11002.1,2308,125.8,107.7,1938,0.0
27890.9,4836,141.0,109.3,4214,35.1
10030.5,2051,125.8,107.2,1511,18.2
10315.6,2143,125.5,107.7,1469,0.0
10448.8,2377,125.9,107.3,1537,18.0
10481.6,2869,125.6,107.6,1728,0.0
10125.0,1684,125.5,107.0,1580,18.2
15583.1,4644,125.7,103.0,2999,0.0
15520.2,3405,126.6,105.0,2314,32.9
19555.8,6394,125.7,103.1,3987,28.3
16243.4,3445,125.5,103.3,2825,32.4
15551.9,3061,125.1,103.1,2578,0.0
75543.4,14471,311.5,116.3,11861,389.1
45332.4,8268,220.0,116.5,6652,154.7
15290.4,3076,125.9,105.1,2605,32.5
15746.3,3257,125.6,102.9,2603,0.0
45895.1,7586,220.0,116.6,6807,154.5
15212.7,2657,125.4,105.1,2178,30.8
34985.1,9146,456.5,90.1,7093,393.2
15332.4,2517,125.9,104.3,2235,32.0
17739.4,4931,126.0,103.4,3395,14.8
58782.6,14087,595.6,128.7,11621,1299.9
15384.3,2941,126.4,105.0,2279,33.1
16577.4,4265,125.4,102.3,3110,0.0
37470.1,6418,188.2,116.4,5739,103.2
61571.7,14717,599.2,128.4,12819,1356.8
15753.1,3078,125.4,104.8,2111,31.7
63783.1,12926,220.0,103.2,10306,154.5
15684.1,2926,126.7,104.9,2428,32.3
16223.5,4039,126.5,102.4,2859,0.0
50003.9,13989,722.1,242.0,11650,1373.7
28585.5,9076,220.0,120.0,4519,69.7
15630.3,2911,125.8,104.7,2269,34.1
17762.9,5223,126.0,102.4,2854,0.0
14347.2,2867,126.2,104.9,2266,23.1
16593.3,4090,125.5,103.6,2826,12.9
15216.2,2819,125.5,105.1,2201,34.2
15857.8,3546,125.5,103.0,2412,0.0
15298.3,3048,125.7,104.6,2329,34.4
15591.6,3306,125.9,103.2,2471,0.0
15499.9,3037,125.4,105.1,2137,34.6
15953.4,3417,125.3,102.8,2361,0.0
36303.9,5807,188.1,116.4,4828,113.2
15303.3,2978,126.0,105.1,2243,32.5
15770.5,3759,125.9,102.9,2430,0.0
27366.6,8862,230.1,89.9,6115,185.7
15720.9,3160,125.8,102.9,2477,0.0
24962.7,5030,141.0,116.4,3815,47.5
16089.5,3600,125.4,104.5,2486,34.1
16304.7,5562,126.4,102.5,2920,0.0
