distance,elapsed_time,highest_elevation,lowest_elevation,moving_time,total_elevation_gain,stop_time,stop_ratio,avg_speed_implied_kmh,pace_min_per_km
27806.9,4819,222.8,139.2,4819,159.0,0,0.0,20.772948744552814,2.888371830972408
24963.3,3887,225.8,162.4,3887,43.0,0,0.0,23.12011319783895,2.595143003262122
27729.7,5111,266.0,179.2,5093,170.0,18,0.0035218156916454707,19.600808953465542,3.061098148675728
24981.8,4043,217.8,0.0,4043,45.0,0,0.0,22.244491714073707,2.6972969655242354
27745.9,4919,228.8,144.6,4919,161.0,0,0.0,20.306005285627162,2.9547909180575624
25013.7,3798,222.2,160.2,3774,40.0,24,0.00631911532385466,23.86044515103339,2.5146219871510413
45279.6,5156,187.8,121.0,5156,352.0,0,0.0,31.614926299456947,1.8978377311931496
26873.4,4784,127.6,24.0,4784,172.0,0,0.0,20.222458193979936,2.9669983453278457
25013.2,3965,91.4,29.6,3965,51.0,0,0.0,22.710597730138716,2.641938389863485
26810.3,4775,146.0,46.8,4775,168.0,0,0.0,20.21300104712042,2.9683865280632196
24988.6,3921,102.6,39.0,3921,46.0,0,0.0,22.942861514919663,2.6151925277926735
26768.0,4473,146.0,45.4,4473,168.0,0,0.0,21.543661971830986,2.7850418410041837
24984.6,3951,98.0,0.0,3951,42.0,0,0.0,22.76501138952164,2.6356235441031677
26772.6,4562,172.2,78.2,4562,166.0,0,0.0,21.126996931170538,2.839968226221336
25083.1,4000,142.0,83.0,3965,50.0,35,0.00875,22.774063051702395,2.6345760027003573
27759.1,5081,169.0,88.6,5062,154.0,19,0.0037394213737453256,19.741754247333066,3.0392435873881594
25266.2,3934,152.8,88.0,3934,47.0,0,0.0,23.12107778342654,2.5950347367893336
8600.1,1288,277.2,182.4,1288,31.0,0,0.0,24.037546583850933,2.496095006647209
9088.2,2115,283.8,191.6,2115,123.0,0,0.0,15.469276595744684,3.878655839440153
26639.8,3950,223.2,122.8,3950,175.0,0,0.0,24.279311392405063,2.4712397740723775
24998.1,3672,175.6,113.6,3629,45.0,43,0.011710239651416121,24.79833562965004,2.419517216641798
27729.6,4538,187.0,104.0,4538,151.0,0,0.0,21.99791978845306,2.7275306291231516
25006.8,3703,174.2,115.2,3703,40.0,0,0.0,24.311228733459355,2.467995371925503
27687.7,4766,212.6,133.2,4766,155.0,0,0.0,20.913915232899708,2.868903279554941
25004.1,3710,192.0,126.6,3619,47.0,91,0.024528301886792454,24.872826747720364,2.412271054213776
27603.7,4618,213.8,132.2,4517,157.0,101,0.02187093980077956,21.999849457604604,2.7272913896808517
25026.3,3760,179.0,115.0,3642,53.0,118,0.03138297872340425,24.737693574958815,2.4254484282534774
27855.3,4798,207.8,125.0,4658,155.0,140,0.02917882451021259,21.528355517389436,2.7870219790608375
25014.4,3776,180.2,114.8,3776,46.0,0,0.0,23.848474576271187,2.515884184043324
55186.2,9113,176.4,102.6,7265,160.0,1848,0.20278722703829694,27.346224363386096,2.194087169135279
127100.0,18527,346.0,74.6,15524,734.0,3003,0.1620877638041777,29.474362277763465,2.0356674534487285
27934.3,4911,173.6,96.4,4652,145.0,259,0.052738749745469354,21.61725709372313,2.7755602729738467
25177.5,3693,170.8,105.4,3693,44.0,0,0.0,24.543460601137287,2.444643034455367
73670.1,17388,457.6,214.4,14206,870.0,3182,0.1829997699562917,18.669038434464312,3.2138773622767807
64708.2,10529,241.4,135.6,8337,639.0,2192,0.20818691233735398,27.941648074847066,2.1473321773747376
104894.0,20911,351.0,45.0,16939,482.0,3972,0.1899478743245182,22.292839010567327,2.691447238799804
140733.0,25895,656.8,60.8,20986,1157.0,4909,0.18957327669434254,24.14175164395311,2.48532090317599
14932.7,1661,143.2,92.6,1661,35.0,0,0.0,32.36467188440699,1.8538732669465892
27720.3,4782,195.6,112.8,4624,155.0,158,0.03304056879966541,21.581548442906573,2.7801526919501836
25030.2,3809,184.8,118.4,3754,53.0,55,0.014439485429246522,24.003388385721898,2.499647092978349
27890.2,4284,216.8,133.8,4265,166.0,19,0.004435107376283847,23.541552168815944,2.5486849622208996
25025.2,3695,185.6,0.0,3587,42.0,108,0.029228687415426252,25.115896292166155,2.3889252966343255
27813.4,4824,201.0,116.6,4734,158.0,90,0.018656716417910446,21.15087452471483,2.8367621362364903
25067.0,3612,167.2,103.6,3586,47.0,26,0.007198228128460687,25.164863357501396,2.384276804829723
27860.4,4811,184.4,102.6,4811,157.0,0,0.0,20.847524423196845,2.878039559135308
25027.2,3706,163.2,99.6,3673,50.0,33,0.008904479222881814,24.529790362101824,2.4460054127775646
27859.7,5323,186.2,102.6,5018,160.0,305,0.05729851587450686,19.987030689517738,3.0019466589135324
25025.7,3777,149.8,85.2,3696,49.0,81,0.021445591739475776,24.37568181818182,2.4614696092416994
22541.8,3172,154.2,85.2,3143,94.0,29,0.00914249684741488,25.819433662106267,2.323830986581965
24029.8,14269,127.6,58.6,6544,98.0,7725,0.5413834185997617,13.219327628361857,4.538808756904621
22541.0,2603,134.6,0.0,2603,35.0,0,0.0,31.174644640799077,1.9246410245034973
67364.8,9319,125.2,43.8,8361,155.0,958,0.10280072969202704,29.005296017222822,2.0685877490915137
10715.9,4096,96.6,52.4,3083,59.0,1013,0.247314453125,12.51289004216672,4.795055322775813
66308.9,11368,207.2,35.8,8268,299.0,3100,0.27269528501055595,28.871799709724236,2.078152404880793
28336.8,5036,138.4,54.8,5036,162.0,0,0.0,20.256648133439235,2.9619905329230307
25037.3,3744,128.2,60.6,3669,46.0,75,0.020032051282051284,24.566443172526576,2.4423560048407778
27988.2,5960,175.6,89.6,4818,166.0,1142,0.19161073825503355,20.912727272727274,2.8690662493479393
25036.5,3684,145.4,80.0,3667,44.0,17,0.004614549402823019,24.57905644941369,2.4411026567877565
27706.7,4666,162.4,79.0,4619,152.0,47,0.0100728675525075,21.594310456808834,2.778509650493683
25040.3,3743,134.4,69.2,3666,49.0,77,0.020571733903286135,24.589492635024552,2.440066612620456
27726.8,4471,169.8,86.0,4471,152.0,0,0.0,22.325314247371953,2.68753215901823
25026.2,3697,153.8,85.6,3621,49.0,76,0.020557208547470923,24.88106048053024,2.4114727765301964
27743.1,4420,195.4,111.0,4402,154.0,18,0.004072398190045249,22.688587005906406,2.644501395542195
25030.3,3482,192.8,124.0,3482,42.0,0,0.0,25.878541068351524,2.3185232831141986
34119.6,4386,226.6,147.6,4365,105.0,21,0.0047879616963064295,28.139876288659796,2.132205535821053
21980.7,2477,317.4,0.0,2477,230.0,0,0.0,31.946112232539363,1.87816281252796
33128.9,4364,228.6,145.0,4177,34.0,187,0.04285059578368469,28.552559253052433,2.1013878114476077
86494.4,12344,273.4,94.6,11792,450.0,552,0.04471808165910564,26.406024423337854,2.2722087595651663
27411.6,4287,135.8,50.4,4260,151.0,27,0.006298110566829951,23.164732394366197,2.5901443184637163
25015.9,3583,118.2,48.6,3516,45.0,67,0.018699413898967347,25.61354948805461,2.342510163535991
28024.4,4389,194.8,112.8,4329,162.0,60,0.01367053998632946,23.305114345114347,2.574542184667647
25006.6,3575,178.6,111.8,3493,50.0,82,0.02293706293706294,25.77261952476381,2.3280520609225834
27757.4,4566,207.6,121.0,4566,162.0,0,0.0,21.884940867279898,2.7416112460100726
25022.3,3886,213.8,144.0,3886,50.0,0,0.0,23.18072053525476,2.5883578514631616
27717.5,4601,277.0,0.0,4601,157.0,0,0.0,21.687241903933927,2.7666035296593607
25024.4,3382,233.4,172.6,3382,48.0,0,0.0,26.63744529863986,2.252468257647203
52909.8,11616,424.0,154.0,9398,549.0,2218,0.1909435261707989,20.267639923387957,2.96038415063624
13105.9,2598,88.0,52.2,2543,122.0,55,0.021170130869899922,18.55337790011797,3.233912461817451
30403.1,4910,213.4,122.0,4910,184.0,0,0.0,22.291478615071284,2.691611491372042
25803.7,3788,168.6,105.0,3693,46.0,95,0.0250791974656811,25.153891145410235,2.3853168344074684
29234.0,4967,205.0,115.8,4967,169.0,0,0.0,21.18832293134689,2.8317484207885792
25024.5,3909,174.6,109.8,3853,49.0,56,0.014325914556152468,23.381313262392943,2.5661518378655583
29282.4,5005,203.4,110.4,4965,176.0,40,0.007992007992007992,21.231951661631424,2.825929568614594
25011.8,3703,161.6,98.0,3686,45.0,17,0.004590872265730489,24.428236570808465,2.4561740191962724
11644.2,3177,172.2,134.8,2248,119.0,929,0.29241422725841987,18.647295373665482,3.2176247974671224
19365.0,2732,221.4,162.4,2642,116.0,90,0.03294289897510981,26.38682816048448,2.2738617781220416
29303.4,4972,244.0,150.0,4697,128.0,275,0.05530973451327434,22.459493293591656,2.6714761199496757
40575.7,12489,246.6,149.8,6681,269.0,5808,0.46504924333413405,21.863870678042208,2.74425333389196
25052.4,3608,193.0,132.6,3570,44.0,38,0.010532150776053215,25.2629243697479,2.3750219539844486
29221.6,6169,200.8,107.0,4964,172.0,1205,0.19533149619063056,21.192135374697823,2.83123899216105
25042.1,3752,146.6,81.6,3626,45.0,126,0.033582089552238806,24.862537231108657,2.4132693876844726
29241.7,5252,175.8,0.0,4393,162.0,859,0.16355674028941355,23.96315046665149,2.503844395731666
24964.6,3843,154.0,0.0,3491,45.0,352,0.09159510798855061,25.74407333142366,2.3306335103840374
27707.0,4360,186.6,104.2,4360,151.0,0,0.0,22.877339449541285,2.622682595252704
24957.5,3819,162.6,95.4,3533,47.0,286,0.07488871432312123,25.430795358052645,2.3593442185047917
48798.7,5699,173.6,89.4,5560,126.0,139,0.024390243902439025,31.596280575539566,1.8989576908128019
48207.9,4859,94.4,81.4,4859,36.0,0,0.0,35.71690471290389,1.679876811338667
14425.4,1781,167.6,116.6,1732,33.0,49,0.027512633352049412,29.983510392609702,2.001099911729773
14107.8,5177,191.2,169.4,4624,68.0,553,0.10681862082287039,10.983581314878894,5.462699121526153
25867.5,3946,320.4,176.6,3065,180.0,881,0.22326406487582362,30.382707993474714,1.974807512644567
27930.9,4490,264.2,182.2,4307,156.0,183,0.04075723830734967,23.346004179243096,2.570032950364411
25001.7,3493,255.2,189.8,3421,52.0,72,0.020612653879186944,26.309885998246127,2.280511591878419
27816.6,5196,272.4,186.2,4185,156.0,1011,0.1945727482678984,23.92825806451613,2.507495524255301
25199.1,3639,233.0,167.8,3366,45.0,273,0.07502061005770816,26.950909090909093,2.2262699858328276
29619.5,4873,261.2,171.2,4678,170.0,195,0.04001641699158629,22.79397178281317,2.632274908984509
25031.7,3583,224.6,0.0,3550,43.0,33,0.009210159084566006,25.384259154929577,2.3636695336979376
29461.3,5444,275.0,190.6,5062,165.0,382,0.07016899338721529,20.952327143421574,2.863643717916951
25024.8,3784,248.2,178.4,3728,49.0,56,0.014799154334038054,24.16557939914163,2.482870325969971
27963.0,4439,224.8,139.8,4439,151.0,0,0.0,22.67781031763911,2.645758085088629
25042.6,3728,187.4,123.0,3659,51.0,69,0.018508583690987124,24.638797485651814,2.4351837801719203
38268.4,6560,233.4,151.8,6358,162.0,202,0.030792682926829268,21.668172381251967,2.7690383362426094
25662.8,3773,210.6,145.0,3686,42.0,87,0.023058574078982243,25.06404774823657,2.3938671280348727
11034.8,1769,231.2,203.6,1769,98.0,0,0.0,22.456348219332956,2.6718502676381393
27708.7,4539,229.0,144.8,4539,152.0,0,0.0,21.976497025776606,2.730189435087175
25058.6,3540,190.0,123.6,3509,43.0,31,0.008757062146892656,25.70845255058421,2.333862759026176
40639.8,9804,367.8,131.4,7526,366.0,2278,0.23235414116687067,19.43971299495084,3.086465320531433
21801.2,2908,188.0,137.0,2908,67.0,0,0.0,26.98910591471802,2.223119216679204
23137.3,4639,395.8,239.8,4157,358.0,482,0.10390170295322268,20.03711330286264,2.9944433159155706
28069.2,4967,293.6,215.0,4967,146.0,0,0.0,20.344095027179385,2.9492587367411014
25000.6,3532,244.8,183.8,3493,49.0,39,0.011041902604756512,25.766435728600054,2.3286107800079465
24984.5,3842,257.0,185.8,3745,48.0,97,0.025247267048412285,24.017142857142858,2.4982155603140614
24995.7,4213,345.6,287.8,4121,90.0,92,0.021837170662235936,21.835603008978403,2.7478059559577583
24920.9,3938,376.8,306.8,3904,45.0,34,0.008633824276282377,22.9803381147541,2.6109276417250844
24992.4,4459,398.4,331.2,4428,99.0,31,0.006952231442027361,20.319024390243904,2.952897680894992
24966.0,3884,380.6,315.8,3855,55.0,29,0.007466529351184346,23.31455252918288,2.5734999599455257
24991.5,4145,321.6,249.6,4145,102.0,0,0.0,21.70552472858866,2.7642731862166467
24975.6,3972,282.4,213.8,3913,56.0,59,0.014853977844914401,22.9778073089701,2.611215212714276
24933.5,4526,363.4,296.0,4459,94.0,67,0.014803358373840036,20.130208566943264,2.980595049498332
24882.6,4254,302.2,240.0,4186,62.0,68,0.015984955336154207,21.399273769708554,2.8038334686353785
27798.6,5775,273.2,184.8,5664,179.0,111,0.01922077922077922,17.668601694915257,3.3958544674911693
24939.9,4620,251.2,177.6,4424,53.0,196,0.04242424242424243,20.29467450271248,2.956440616575581
24935.2,4399,225.4,155.0,4301,108.0,98,0.02227779040691066,20.871127644733782,2.874784775471355
24962.0,4147,185.2,111.6,4147,51.0,0,0.0,21.669447793585725,2.768875357209625
16739.4,5295,295.4,149.2,4276,175.0,1019,0.19244570349386214,14.093040224508888,4.2574206164299
26109.4,4555,203.4,139.6,4374,90.0,181,0.03973655323819978,21.48921810699589,2.7920978651366943
24977.2,4079,209.8,139.8,4025,50.0,54,0.013238538857563127,22.33985590062112,2.685782767217035
10863.5,1889,216.6,175.6,1889,54.0,0,0.0,20.703335097935415,2.89808379742563
10964.4,1707,225.4,182.2,1707,14.0,0,0.0,23.123514938488576,2.594761227244537
25030.4,4462,241.8,175.6,4398,99.0,64,0.014343343792021516,20.4887312414734,2.9284390181539246
24921.6,4279,224.2,155.4,4177,47.0,102,0.0238373451741061,21.478994493655733,2.793426853278548
25252.2,4587,181.2,112.4,4536,104.0,51,0.011118378024852845,20.041428571428572,2.993798560125454
25006.8,4270,142.0,73.2,4186,51.0,84,0.019672131147540985,21.506086956521738,2.789907811741873
10869.9,1710,211.6,171.4,1695,54.0,15,0.008771929824561403,23.086513274336284,2.5989199532654395
10926.3,1702,205.0,0.0,1702,10.0,0,0.0,23.110857814336075,2.5961823001992137
11020.8,1941,231.2,193.4,1941,51.0,0,0.0,20.440432766615146,2.9353585946573753
10921.3,1715,265.0,222.8,1686,9.0,29,0.016909620991253645,23.31950177935943,2.572953769239926
10883.8,1882,263.2,221.4,1858,56.0,24,0.012752391073326248,21.0880947255113,2.8452072499188397
10964.8,1669,234.8,194.6,1669,23.0,0,0.0,23.65085680047933,2.5369059779172143
10868.3,1860,191.0,146.6,1837,59.0,23,0.012365591397849462,21.298791507893302,2.8170612392615837
10900.0,1587,174.0,133.2,1587,14.0,0,0.0,24.725897920604915,2.426605504587156
10865.8,1721,151.8,110.6,1721,53.0,0,0.0,22.72915746658919,2.6397810868351463
10961.8,1681,152.8,109.4,1642,14.0,39,0.023200475907198096,24.033179049939097,2.4965486203604037
100637.0,19049,330.4,218.4,16728,273.0,2321,0.12184366633419078,21.657890961262552,2.770352852330654
12879.7,2330,153.8,109.4,2313,56.0,17,0.007296137339055794,20.046225680933855,2.9930821370062963
10968.3,1666,127.2,84.4,1666,15.0,0,0.0,23.701008403361342,2.5315378560639905
24885.9,4257,99.2,41.6,4153,100.0,104,0.02443035001174536,21.572174331808334,2.7813607973457524
25019.7,4021,98.8,31.4,3883,50.0,138,0.03431982094006466,23.196219417975794,2.586628403484721
28389.6,5632,119.8,60.6,4574,87.0,1058,0.18785511363636365,22.34424136423262,2.685255633518378
25012.7,3943,188.6,114.0,3918,49.0,25,0.0063403499873193,22.98257274119449,2.6106737777209172
10875.5,1774,192.2,149.8,1774,53.0,0,0.0,22.06978579481398,2.718648951006084
10915.2,1946,179.6,137.6,1708,15.0,238,0.1223021582733813,23.006276346604217,2.6079839734193295
25453.3,4990,283.0,222.6,4534,88.0,456,0.09138276553106213,20.209942655491837,2.9688357370818976
24968.4,4159,315.4,0.0,4043,49.0,116,0.02789132002885309,22.232559980212717,2.6987445464400337
24514.9,4918,310.4,221.6,4918,211.0,0,0.0,17.945026433509558,3.343544810163071
25011.2,3893,191.0,129.0,3825,70.0,68,0.017467248908296942,23.53995294117647,2.5488581115660183
24521.9,4156,257.4,177.6,4156,181.0,0,0.0,21.241299326275264,2.8246859609845347
23861.3,3643,258.0,0.0,3578,74.0,65,0.01784243755146857,24.008015651201788,2.499165315105771
24515.0,3964,328.0,248.0,3964,187.0,0,0.0,22.263874873864783,2.694948670881773
23813.9,3807,308.2,254.2,3807,77.0,0,0.0,22.519054373522458,2.6644102813902806
18657.6,3607,317.6,260.8,3607,128.0,0,0.0,18.621391738286665,3.2221007346425408
23852.2,3473,271.0,222.8,3440,90.0,33,0.009501871580765908,24.96160465116279,2.4036916231346934
27724.1,5230,260.8,179.2,5230,219.0,0,0.0,19.08351051625239,3.1440756117120725
23807.6,3519,191.2,140.4,3519,85.0,0,0.0,24.3556010230179,2.4634990507232986
24531.2,4559,188.6,107.2,4559,191.0,0,0.0,19.370984865101995,3.0974160796591006
23788.7,3663,186.2,133.6,3601,78.0,62,0.016926016926016925,23.782093862815888,2.522906534054684
24526.0,4484,209.0,129.8,4332,184.0,152,0.03389830508474576,20.381717451523546,2.9438147272282476
23805.9,3673,178.6,124.2,3643,76.0,30,0.008167710318540702,23.524908042821853,2.5504881843016505
18721.7,3465,230.6,160.6,3465,125.0,0,0.0,19.451116883116885,3.084655773781227
23803.8,3579,116.8,69.6,3579,85.0,0,0.0,23.943470243084658,2.5059024189415138
24583.0,4174,163.6,84.0,4139,184.0,35,0.008385241974125539,21.3816863976806,2.806139744267719
23835.4,3843,155.8,100.2,3843,71.0,0,0.0,22.32824355971897,2.6871795732398027
6264.1,1166,112.2,92.4,1128,23.0,38,0.032590051457975985,19.9918085106383,3.0012292268641945
72991.8,19238,444.0,8.2,14809,891.0,4429,0.23022143673978585,17.743971908974274,3.381430060180276
87752.8,16849,307.4,0.0,14948,649.0,1901,0.11282568698439077,21.133936312550176,2.8390357154795436
68823.9,15372,131.6,15.6,12641,226.0,2731,0.17766068175904243,19.6001930227039,3.061194342856673
26427.4,7038,191.0,-15.8,5809,323.0,1229,0.17462347257743677,16.37779996557067,3.663495715305579
58289.0,14050,229.8,-9.4,10996,723.0,3054,0.21736654804270464,19.083339396144055,3.1441038046057863
10867.5,1840,-32.8,-72.6,1840,50.0,0,0.0,21.2625,2.8218694885361555
10965.9,1674,-53.4,-95.0,1588,11.0,86,0.05137395459976105,24.859722921914358,2.4135425880836654
10431.5,1824,-46.0,-85.6,1824,52.0,0,0.0,20.58848684210526,2.9142501078464265
10966.0,1615,0.0,-114.0,1545,12.0,70,0.043343653250773995,25.551844660194178,2.348167061827467
10895.9,1855,-68.4,-110.0,1855,55.0,0,0.0,21.145681940700808,2.837458738302175
10962.8,1618,-71.2,-114.4,1618,9.0,0,0.0,24.391891223733005,2.459833862395252
25213.3,4393,-18.4,-100.8,4393,204.0,0,0.0,20.661934896426132,2.903890671457789
23851.0,3774,-36.8,-92.6,3663,79.0,111,0.029411764705882353,23.44078624078624,2.5596411051947507
24658.4,4170,136.6,58.4,4126,171.0,44,0.010551558752997603,21.51484246243335,2.788772453470893
23928.4,3278,182.2,133.4,3216,84.0,62,0.018913971934106162,26.785522388059704,2.240016047876164
25223.5,4498,147.2,61.6,4498,203.0,0,0.0,20.187772343263674,2.9720961272887054
23948.1,3634,84.2,35.0,3634,91.0,0,0.0,23.72403962575674,2.5290802471455636
25216.5,4717,42.2,-41.6,4717,190.0,0,0.0,19.245155819376723,3.117667664690447
23948.7,3922,-23.2,-75.0,3858,84.0,64,0.01631820499745028,22.34715396578538,2.6849056524988826
25241.2,4454,0.2,-86.0,4454,201.0,0,0.0,20.401508756174227,2.9409589612749527
23793.8,4372,-42.0,-96.6,4128,98.0,244,0.055809698078682524,20.750406976744184,2.8915095529087407
25642.9,4573,-5.8,-90.0,4573,201.0,0,0.0,20.186844522195496,2.9722327297874527
23857.7,3959,-32.8,-91.4,3880,86.0,79,0.019954533973225563,22.13601030927835,2.710515542850596
19379.0,3150,23.8,-39.2,3150,124.0,0,0.0,22.147428571428573,2.709118117549925
23870.2,3733,14.8,-38.4,3710,84.0,23,0.0061612643986070185,23.16245822102426,2.5903986281360583
12358.2,2065,76.6,36.4,2050,65.0,15,0.007263922518159807,21.702204878048782,2.764696045270886
12205.5,1837,107.0,60.8,1781,19.0,56,0.030484485574305935,24.67142055025267,2.431963732197233
12188.0,2194,306.2,268.2,2154,60.0,40,0.018231540565177756,20.369916434540393,2.9455201837873317
12206.2,1904,312.4,274.6,1858,26.0,46,0.02415966386554622,23.650333692142087,2.5369620903038346
12142.1,2223,230.6,188.2,2125,62.0,98,0.044084570400359874,20.570145882352943,2.9168485407521483
12207.5,1946,230.6,185.6,1846,25.0,100,0.051387461459403906,23.806608884073672,2.5203085534848797
16203.1,3336,220.6,151.0,3281,142.0,55,0.016486810551558755,17.778469978665044,3.374868595104229
12243.5,1967,166.4,124.0,1897,21.0,70,0.03558718861209965,23.23489720611492,2.582322592940472
15237.6,2724,148.6,77.2,2724,139.0,0,0.0,20.137797356828194,2.979471832834567
12197.6,2066,119.2,73.6,1899,19.0,167,0.0808325266214908,23.12341232227488,2.5947727421787894
