distance,elapsed_time,highest_elevation,lowest_elevation,moving_time,total_elevation_gain,stop_time,stop_ratio,avg_speed_implied_kmh,pace_min_per_km
88174.9,13581,701.4,102.8,12772,1293.0,809,0.0595685148369045,24.853557782649546,2.4141412881292372
55544.1,11042,512.0,139.8,10778,1130.0,264,0.023908712189820686,18.55249211356467,3.234066864587478
106076.0,14445,393.0,105.2,14253,1266.0,192,0.013291796469366563,26.792506840665123,2.239432105283005
93312.9,12401,154.4,81.4,12375,566.0,26,0.002096605112490928,27.14557090909091,2.210305327559212
38353.5,5706,235.6,135.6,5706,537.0,0,0.0,24.197791798107257,2.479565098361297
22215.6,5384,425.0,148.4,5384,486.0,0,0.0,14.854413075780087,4.039203682697444
47291.0,7867,274.4,152.0,7867,968.0,0,0.0,21.640727087835263,2.772550097622522
7885.1,1280,238.6,101.6,1094,26.0,186,0.1453125,25.9473126142596,2.312378198543244
68826.2,10298,695.4,104.8,10142,1148.0,156,0.015148572538356962,24.430518635377638,2.455944586993519
63710.0,11930,343.2,137.8,11432,1110.0,498,0.04174350377200335,20.06263121063681,2.990634646575629
24867.0,5577,306.8,129.8,5527,491.0,50,0.008965393580778197,16.197068934322417,3.7043739360062196
48930.4,11490,481.8,150.0,10879,1170.0,611,0.05317667536988686,16.191694089530287,3.705603605665735
43512.5,7636,340.2,135.0,7603,811.0,33,0.004321634363541121,20.603051427068262,2.9121899837211527
97024.3,15666,698.6,99.6,14896,1850.0,770,0.049151027703306524,23.44840762620838,2.558809150559877
37997.5,7724,305.8,155.2,7465,394.0,259,0.03353184878301398,18.324313462826524,3.274338224005965
55151.2,17669,708.6,151.6,13814,1328.0,3855,0.21817873111098535,14.372688576806137,4.174584294327836
33882.6,6002,254.2,138.0,5793,616.0,209,0.0348217260913029,21.055991714137754,2.849545194288514
40927.4,7419,431.0,143.6,7419,795.0,0,0.0,19.859636069551154,3.021203399189785
23632.4,5830,432.8,146.0,5411,497.0,419,0.07186963979416809,15.722905193125117,3.816088646660235
25110.4,5413,350.4,139.0,5413,471.0,0,0.0,16.700062811749493,3.5928008580773967
132312.0,28544,1775.6,-10.6,23183,2666.0,5361,0.18781530269058297,20.546227839365052,2.920244069572928
147603.0,22737,376.4,-31.2,20352,1779.0,2385,0.1048951048951049,26.109021226415095,2.2980562725689855
129791.0,20922,470.4,-4.0,18279,1466.0,2643,0.12632635503297965,25.561989167897586,2.347235170389318
100575.0,17305,477.8,-9.6,16739,1908.0,566,0.03270731002600404,21.63032439213812,2.773883503189991
86634.2,14407,473.6,-9.6,14034,1609.0,373,0.02589019226764767,22.22339461308251,2.699857562025159
18736.5,3478,45.8,-10.8,3367,195.0,111,0.031914893617021274,20.033085833085835,2.995045321520384
20169.5,3251,48.0,-6.4,3251,195.0,0,0.0,22.334727776068902,2.6863994314848325
40516.9,4506,193.4,183.2,4506,0.0,0,0.0,32.37035952063915,1.8535475320175037
55910.8,8216,711.6,113.2,8041,904.0,175,0.021299902629016553,25.0315731874145,2.39697279714593
30601.3,3601,234.2,163.6,3601,13.0,0,0.0,30.592801999444603,1.9612456551410127
77580.4,12667,706.6,93.0,12390,1520.0,277,0.021867845583010973,22.5415205811138,2.6617547731127966
36961.4,7301,425.2,166.4,7240,642.0,61,0.008355019860293111,18.378596685082876,3.264667103158069
35721.9,5546,248.6,139.2,5410,526.0,136,0.02452217814641183,23.770580406654346,2.524128522465677
15640.4,3675,269.2,142.2,3447,253.0,228,0.062040816326530614,16.334621409921674,3.673179714073809
83905.4,11169,237.6,117.8,11133,634.0,36,0.0032232070910556,27.13189975747777,2.2114190505021134
57805.3,9281,583.4,85.2,9236,831.0,45,0.004848615450921237,22.531299263750544,2.6629622773920962
49660.7,7158,387.2,97.0,7134,707.0,24,0.003352891869237217,25.060067283431454,2.3942473626026217
68863.5,10996,709.2,94.0,10818,1249.0,178,0.016187704619861767,22.91630615640599,2.6182230063821907
59593.5,8958,592.0,99.8,8717,901.0,241,0.02690332663540969,24.61128828725479,2.4379057000064326
60178.1,8671,476.8,90.2,8671,953.0,0,0.0,24.984564640756545,2.401482709933791
42282.2,6202,233.6,128.4,6102,631.0,100,0.016123831022250887,24.945250737463127,2.405267464796061
86510.9,15512,550.6,97.4,14866,1466.0,646,0.04164517792676638,20.949767254136955,2.863993631631005
26434.6,4861,236.0,135.4,4511,389.0,350,0.0720016457519029,21.096111726889824,2.8441260065721945
59013.9,7373,114.4,95.8,7192,133.0,181,0.0245490302454903,29.539771968854286,2.031159890579451
56015.3,8161,707.0,103.0,8093,882.0,68,0.008332312216640117,24.917222290868654,2.4079730597414155
73199.6,7200,243.6,229.8,7200,2.0,0,0.0,36.5998,1.6393532205094017
56364.9,8439,408.2,91.0,8342,911.0,97,0.011494252873563218,24.32433948693359,2.46666512906673
54444.2,5444,231.2,228.0,5444,1.0,0,0.0,36.00277736958119,1.6665380946608332
41701.8,15699,1507.8,495.6,9475,1054.0,6224,0.39645837314478627,15.84448337730871,3.7868069643676443
24931.5,6763,647.4,532.6,5845,297.0,918,0.1357385775543398,15.355585970915312,3.9073728683258797
71951.5,9098,146.6,117.4,8956,172.0,142,0.015607825895801276,28.92199642697633,2.0745455851047816
52666.3,7280,232.2,86.6,7215,362.0,65,0.008928571428571428,26.27840332640333,2.2832437441020157
39323.0,9031,445.0,175.8,8164,844.2,867,0.09600265751301074,17.339882410583048,3.4602310776559944
27729.9,3912,119.6,86.8,3873,77.0,39,0.009969325153374233,25.775274980635167,2.327812217137458
44914.1,9757,502.0,172.2,9573,817.0,184,0.01885825561135595,16.890291444688184,3.5523365713662307
73456.8,11183,108.2,89.4,9220,169.0,1963,0.175534293123491,28.681613882863342,2.091932491841009
47668.0,9763,766.8,169.4,9684,1063.0,79,0.008091775069138584,17.72044609665428,3.3859192749853153
80772.8,12491,589.4,90.0,12443,1231.0,48,0.003842766792090305,23.3691296311179,2.5674897160100096
54924.3,8260,311.0,124.9,8208,477.2,52,0.006295399515738499,24.089605263157896,2.4907008373342947
42836.5,6522,89.0,0.6000000000000001,6334,250.9,188,0.02882551364612082,24.346605620461006,2.46440924600905
30277.2,4051,14.0,0.6000000000000001,3997,67.3,54,0.013330041964946927,27.269932449337006,2.2002254721924968
33956.7,4673,12.8,0.6000000000000001,4447,74.2,226,0.04836293601540766,27.489120755565548,2.18268167008769
72773.5,15214,666.7,-0.5,12933,1012.8,2281,0.14992769817273563,20.257063326374393,2.9619298233560296
30495.2,4976,11.0,0.6000000000000001,4281,64.3,695,0.13967041800643087,25.64417659425368,2.339712479341011
52919.6,9649,151.1,-0.5,9154,511.5,495,0.05130065291740077,20.811728206248635,2.882989793321693
54752.9,8663,311.0,124.9,8117,475.7,546,0.06302666512755396,24.283656523346068,2.470797589412311
85082.5,15110,692.9,98.0,13829,901.8,1281,0.08477829252150894,22.148890013739244,2.7089393627753453
115843.0,29601,170.4,95.0,21680,592.2,7921,0.26759231107057196,19.23592250922509,3.119164156084816
203794.0,32183,196.8,99.4,28999,1081.8,3184,0.09893421992977659,25.299437911652127,2.3715941915201952
110640.0,20396,276.0,115.0,17692,906.3,2704,0.13257501470876643,22.513226316979424,2.6651000241021934
18774.2,8390,118.0,100.8,7428,56.8,962,0.11466030989272943,9.098966074313408,6.59415580956845
52835.0,7462,311.0,125.8,7377,406.0,85,0.01139104797641383,25.783651891012607,2.3270559288350525
54810.4,7828,311.0,125.1,7780,478.7,48,0.0061318344404701075,25.36213881748072,2.3657310778003198
84554.4,14555,311.0,120.0,13207,755.7,1348,0.09261422191686705,23.048068448550012,2.603255024773006
64048.9,9127,126.2,99.0,8896,332.8,231,0.025309521200832696,25.919069244604316,2.3148979399594167
40927.5,6130,276.0,125.3,5663,343.6,467,0.07618270799347472,26.017835069751015,2.3061103984688374
51165.9,9757,311.0,124.9,7256,426.7,2501,0.2563287895869632,25.385507166482913,2.363553330115044
27902.2,10423,197.0,127.0,4857,215.5,5566,0.534011321116761,20.681062384187772,2.901204922909305
79554.5,18162,344.0,104.1,13435,1127.4,4727,0.260268692875234,21.317171566803125,2.814632317048899
84749.0,15363,692.9,98.0,13891,907.2,1472,0.09581461954045434,21.96360233244547,2.731792312200341
89178.1,14680,310.7,120.0,14178,809.0,502,0.03419618528610354,22.643614049936524,2.6497536951336707
76991.9,14971,694.0,158.1,13454,1125.2,1517,0.10132923652394629,20.601370596105248,2.912427584373594
63812.5,10249,155.5,99.3,8317,265.8,1932,0.18850619572641233,27.62113742936155,2.172249428664708
51101.0,7316,276.0,124.9,7271,387.1,45,0.0061509021323127395,25.301003988447256,2.371447395028147
47789.9,8864,276.0,124.5,8259,445.1,605,0.06825361010830325,20.831049763893937,2.8803157152452714
79332.7,14297,588.2,98.0,12527,801.3,1770,0.12380219626495069,22.79857268300471,2.6317436987942338
50157.1,6747,311.0,124.5,6714,360.6,33,0.004891062694530902,26.893887399463807,2.2309902287014203
100480.0,17560,491.0,98.2,17560,553.9,0,0.0,20.599544419134396,2.9126857749469215
64634.9,9108,128.0,99.0,8840,158.2,268,0.029424681598594644,26.321904977375567,2.279470275862318
32552.2,14144,140.8,99.7,7100,68.1,7044,0.49802036199095023,16.505340845070425,3.6351869714898943
13674.8,3017,125.9,96.0,3015,49.3,2,0.0006629101756711965,16.328119402985074,3.67464240793284
102003.0,16516,140.2,97.0,16376,264.5,140,0.008476628723661903,22.42371763556424,2.675738295278897
62987.4,8530,125.3,99.2,8530,143.8,0,0.0,26.58319343493552,2.257065169647686
54532.5,9482,126.0,99.2,9340,106.4,142,0.014975743514026576,21.01895074946467,2.854566848515411
20647.2,3894,587.7,249.4,3871,619.9,23,0.005906522855675398,19.201735985533453,3.1247174758159297
13486.1,2497,126.1,96.0,2497,41.9,0,0.0,19.44331597917501,3.0858933766371797
22160.0,5210,397.7,96.0,4331,81.7,879,0.16871401151631477,18.41976448857077,3.2573706377858005
107154.0,16604,314.2,112.0,16349,595.0,255,0.015357745121657431,23.594984402715763,2.5429133147930396
54325.6,8756,308.2,116.2,8589,337.0,167,0.019072635906806763,22.77007334963325,2.6350376249871146
99451.1,14830,170.0,110.2,14071,276.0,759,0.05118004045853001,25.444102053869663,2.358110334291593
14235.5,2049,153.7,111.6,1965,65.1,84,0.040995607613469986,26.08030534351145,2.3005865617646024
54917.3,8035,306.3,109.7,7864,364.8,171,0.021281891723708774,25.140167853509666,2.386618910009535
87644.1,12719,188.2,109.7,12634,245.8,85,0.006682915323531724,24.973781858477125,2.4025195839385267
63307.8,9760,306.3,109.7,9510,433.2,250,0.025614754098360656,23.965097791798108,2.5036409415585443
72948.6,9980,226.6,110.2,9951,344.5,29,0.002905811623246493,26.390810973771483,2.2735186144764943
57166.9,8460,306.3,109.7,8265,426.5,195,0.02304964539007092,24.900283121597095,2.4096111561060685
32473.1,6399,155.4,111.6,4913,164.0,1486,0.232223784966401,23.79465906777936,2.521574267111343
55063.8,7886,306.3,109.7,7526,365.1,360,0.04565051990869896,26.339314376827,2.2779636228036084
65378.1,9535,306.3,109.7,9492,526.2,43,0.004509701101206083,24.79573957016435,2.4197705347815246
55139.2,8438,306.3,109.7,8228,357.5,210,0.024887414079165678,24.12507535245503,2.4870388640628325
23577.5,3910,166.4,111.6,3421,105.5,489,0.12506393861892584,24.81116632563578,2.4182660021913547
29537.4,6161,121.4,108.7,4688,52.4,1473,0.23908456419412433,22.682303754266215,2.6452339519840384
23676.4,3336,129.6,98.3,3296,102.7,40,0.011990407673860911,25.860145631067965,2.3201725487545963
11607.9,1661,178.3,108.4,1630,68.1,31,0.018663455749548464,25.637079754601224,2.3403601570195014
5030.8,1538,145.5,124.6,1148,55.7,390,0.2535760728218466,15.776027874564459,3.803238716175028
5396.9,2340,149.1,121.0,1741,45.9,599,0.25598290598290596,11.159586444572085,5.3765433242540475
7579.3,3409,144.7,122.0,2707,63.1,702,0.2059254913464359,10.079601034355376,5.952616556498182
7184.4,2423,144.7,119.2,1695,78.6,728,0.3004539826661164,15.258902654867255,3.932130727687768
5112.0,2748,146.8,123.4,1096,58.9,1652,0.6011644832605532,16.79124087591241,3.5732916014606153
5333.3,5316,145.7,124.4,4063,40.3,1253,0.2357035364936042,4.725542702436623,12.696954355964724
5001.4,1410,146.7,122.1,1274,57.9,136,0.09645390070921986,14.132684458398742,4.24547793284547
5509.8,2711,144.7,120.8,1795,43.4,916,0.3378827001106603,11.050295264623957,5.429719167059905
5199.0,3519,146.0,122.8,1698,59.3,1821,0.5174765558397272,11.0226148409894,5.443354491248317
5149.8,2697,144.7,124.5,1737,64.0,960,0.3559510567296997,10.673160621761658,5.621577536991728
5611.4,1821,149.1,121.9,1455,49.3,366,0.20098846787479407,13.883876288659792,4.321559682075774
5480.3,2058,149.1,121.1,1421,45.3,637,0.30952380952380953,13.883940886699508,4.321539575084088
7075.9,1681,151.4,125.0,1464,82.8,217,0.1290898274836407,17.399754098360653,3.4483245947511976
5430.8,2397,146.2,123.0,1260,71.4,1137,0.47434292866082606,15.51657142857143,3.866833615673565
5782.0,2043,143.6,119.6,1320,41.0,723,0.35389133627019087,15.769090909090908,3.804911795226565
5164.2,3569,146.2,122.0,1555,72.7,2014,0.5643037265340431,11.95570418006431,5.018524973213018
5445.3,3396,145.7,120.8,1369,65.2,2027,0.5968786808009423,14.319269539810081,4.190157873150545
5400.9,3657,151.0,126.7,1043,72.2,2614,0.7147935466229149,18.641649089165867,3.2185993692409287
5145.8,32682,143.6,121.5,1293,47.6,31389,0.9604369377639067,14.327053364269142,4.187881378988689
15243.2,3963,125.2,105.0,3576,89.3,387,0.09765329295987887,15.345503355704698,3.909940170043036
16431.6,4232,217.0,94.1,3230,272.4,1002,0.23676748582230625,18.313857585139317,3.2762076324480476
7740.3,2179,125.1,112.0,1292,21.0,887,0.4070674621385957,21.567399380804954,2.7819765814417186
15293.9,3693,125.3,105.0,2800,89.0,893,0.24180882751150826,19.663585714285713,3.05132547399072
8488.2,2353,122.0,105.0,1478,37.1,875,0.3718657033574161,20.674912043301763,2.902067968866583
7549.6,2437,125.0,112.0,1321,23.9,1116,0.4579400902749282,20.57423164269493,2.916269294620465
118489.0,26850,692.9,98.5,25282,3026.2,1568,0.05839851024208566,16.872098726366588,3.5561669578329353
14619.2,5935,377.9,97.5,3542,383.5,2393,0.40320134793597306,14.858588368153585,4.0380686585677275
37146.3,13429,378.0,104.8,8672,1147.9,4757,0.35423337553056816,15.420511992619929,3.890921392799103
16912.9,5811,125.3,103.2,4191,114.5,1620,0.27878162106350024,14.527902648532573,4.129983621969029
14076.5,4094,135.0,94.1,2598,164.6,1496,0.36541279921836833,19.50554272517321,3.0760487337051114
7565.4,2004,125.3,112.0,1218,24.0,786,0.39221556886227543,22.360788177339902,2.68326856478177
23028.3,7758,217.0,94.6,4663,291.9,3095,0.3989430265532354,17.7786575166202,3.3748329953434113
7828.3,2359,125.3,112.0,1264,24.1,1095,0.4641797371767698,22.295791139240507,2.691090871155508
41814.7,7617,141.0,112.0,6340,188.4,1277,0.16765130628856506,23.743362776025236,2.5270219962517175
7689.2,2309,125.0,112.0,1808,21.0,501,0.2169770463404071,15.310353982300885,3.918916575629888
36693.2,10226,703.3,262.7,8116,821.1,2110,0.20633678857813417,16.27593888615081,3.686423279154358
6962.3,3322,348.5,275.8,2523,107.3,799,0.24051776038531006,9.934316290130797,6.039670798443043
51736.7,12699,880.0,279.0,11616,1688.5,1083,0.08528230569336168,16.034101239669422,3.7420245203115003
15990.5,3627,125.3,103.0,2550,97.0,1077,0.2969396195202647,22.574823529411763,2.6578280854257215
8369.3,1694,120.3,104.9,1381,36.8,313,0.1847697756788666,21.81714699493121,2.7501304370337625
7604.0,2300,125.3,112.0,1352,28.2,948,0.4121739130434783,20.24733727810651,2.963352621427319
15340.9,3202,125.3,104.9,2701,92.7,501,0.15646470955652717,20.446960385042576,2.9344214920028593
28502.0,7851,472.8,96.0,5626,547.7,2225,0.2834033881034263,18.238037682189834,3.289827614436414
9171.5,2716,121.5,102.0,1458,43.1,1258,0.4631811487481591,22.645679012345678,2.649512075451126
7562.1,1860,125.0,112.0,1220,22.8,640,0.34408602150537637,22.31439344262295,2.688847454190414
15885.1,3557,125.3,104.7,2571,90.5,986,0.2771998875456846,22.2428471411902,2.69749639599373
26719.8,7400,368.5,95.0,5037,461.0,2363,0.31932432432432434,19.09693865396069,3.1418648343176225
7839.5,2091,125.6,112.0,1366,22.9,725,0.3467240554758489,20.660468521229866,2.90409677487935
16357.2,7067,254.3,175.5,4284,446.4,2783,0.39380217914249327,13.745546218487396,4.365050253099552
53385.6,16043,303.0,95.9,10339,595.0,5704,0.35554447422551894,18.58866041203211,3.22777428120442
8746.2,2827,120.3,102.0,1469,41.4,1358,0.48036788114609125,21.433846153846154,2.7993109388458226
7812.2,2450,125.0,112.0,1732,20.9,718,0.29306122448979594,16.23782909930716,3.695075224221944
7370.9,2409,125.1,112.0,1278,36.3,1131,0.46948941469489414,20.763098591549298,2.8897420939098346
7593.3,2511,125.1,112.0,1228,24.0,1283,0.5109518120270808,22.260488599348534,2.695358627562017
15416.5,4472,125.4,104.7,2529,89.5,1943,0.4344812164579606,21.945195729537367,2.734083611714721
40289.8,9053,505.0,95.1,7541,937.0,1512,0.1670164586324975,19.233958360960088,3.1194826813072623
7603.0,2123,125.0,112.0,1558,24.4,565,0.26613283089967027,17.56790757381258,3.415318514621421
15423.0,4410,125.3,104.9,2610,94.7,1800,0.40816326530612246,21.27310344827586,2.820462944952344
9012.9,2928,120.3,102.0,1535,40.1,1393,0.47575136612021857,21.137745928338763,2.8385240414664903
8850.5,3034,127.0,112.0,1559,31.1,1475,0.486156888595913,20.437331622835153,2.9358040035402895
15713.4,3489,125.3,104.7,2937,93.0,552,0.1582115219260533,19.260551583248212,3.115175582623748
8654.1,3064,120.3,102.0,1798,40.1,1266,0.4131853785900783,17.32745272525028,3.4627132418930526
5975.0,1171,119.7,112.0,1132,25.9,39,0.033304867634500426,19.001766784452297,3.157601115760112
87320.1,21763,507.0,183.7,20447,2621.5,1316,0.06046960437439691,15.374008901061282,3.902690598537259
28025.3,9344,368.5,95.9,6265,530.2,3079,0.3295162671232877,16.10392338387869,3.725800140111495
34442.3,8017,462.0,95.0,6669,522.3,1348,0.1681426967693651,18.592334682861,3.2271363991371076
7835.7,2483,125.0,112.0,1599,20.6,884,0.35602094240837695,17.641350844277675,3.401100093163342
10881.9,3071,125.3,112.0,1834,53.6,1237,0.402800390752198,21.360327153762267,2.808945741705646
7804.4,2492,125.4,112.0,1579,23.1,913,0.36637239165329055,17.793438885370488,3.372029453470692
7691.7,2943,125.3,112.3,1740,38.3,1203,0.4087665647298675,15.913862068965518,3.770297853530429
7813.5,2944,125.1,112.0,1535,23.3,1409,0.47860054347826086,18.32482084690554,3.274247562978605
7979.8,9465,410.6,314.4,3792,131.4,5673,0.599366085578447,7.575759493670887,7.919997994937217
31079.2,7076,167.0,111.9,4804,196.2,2272,0.32108535895986434,23.289991673605332,2.576213887959364
7504.7,3131,125.1,112.0,1237,21.0,1894,0.6049185563717662,21.840679062247375,2.747167330694987
46778.8,12843,493.4,95.1,9296,722.6,3547,0.2761815775130421,18.115714285714287,3.312041637094866
8014.5,2279,125.6,112.0,1479,24.1,800,0.3510311540149188,19.5079107505071,3.0756753384490607
7191.8,1889,125.3,112.0,1251,37.0,638,0.33774483853890946,20.695827338129497,2.8991351261158544
7831.5,1806,125.3,112.0,1482,23.0,324,0.17940199335548174,19.023886639676114,3.1539296431079613
133854.0,25913,693.0,94.9,22814,2171.4,3099,0.11959248253772238,21.1218725344087,2.84065723350317
15337.1,3343,125.3,104.9,2657,97.0,686,0.20520490577325756,20.780414000752728,2.8873341983382343
15970.0,3582,125.0,102.0,2649,66.6,933,0.26046901172529313,21.703284258210648,2.7645585472761427
15743.7,3022,125.3,104.7,2522,95.0,500,0.1654533421575116,22.473164155432197,2.6698510091867433
103968.0,25588,693.0,95.9,19400,1557.9,6188,0.24183210880100048,19.29303092783505,3.10993126090079
8837.4,2231,120.3,101.9,1549,40.7,682,0.30569251456745855,20.538825048418335,2.9212966106169995
7637.9,1907,125.0,112.0,1199,24.0,708,0.37126376507603565,22.93281067556297,2.6163386969367677
15466.6,3841,125.2,104.9,2712,88.7,1129,0.2939338713876595,20.530884955752214,2.9224263897689218
21552.8,9626,135.0,96.0,4279,306.0,5347,0.55547475586952,18.132759990652023,3.3089281516400035
59107.8,17355,953.0,333.8,13686,1789.2,3669,0.21140881590319793,15.547864971503728,3.8590507513390784
17898.9,12060,597.5,333.9,4583,307.8,7477,0.619983416252073,14.059794894174123,4.26748757372427
7300.6,2248,125.3,112.2,1214,36.3,1034,0.4599644128113879,21.649225700164745,2.771461706343771
7735.3,2078,125.6,112.0,1271,24.0,807,0.3883541867179981,21.909583005507475,2.738527702006817
6135.8,12485,128.0,115.0,1987,49.8,10498,0.8408490188225871,11.116698540513337,5.397285874159305
7608.6,1966,125.1,112.0,1556,24.2,410,0.20854526958290945,17.603444730077122,3.4084238011373094
15655.1,3331,125.8,104.8,2969,90.3,362,0.10867607325127589,18.982270124621085,3.1608442829067416
8846.9,3037,120.3,101.9,1721,44.8,1316,0.4333223575897267,18.506008134805345,3.2421902964126796
7535.2,2090,125.0,112.0,1263,22.6,827,0.3956937799043062,21.478004750593822,2.7935555791485296
34820.9,13133,701.0,308.0,9599,993.0,3534,0.2690931241909693,13.059197833107616,4.594462903983909
12531.8,3241,141.0,102.4,2570,73.4,671,0.207034865782166,17.554272373540854,3.4179713475584785
70815.2,17551,290.0,103.3,14454,1459.7,3097,0.17645718192695573,17.637658779576586,3.4018120403529193
32588.2,5828,371.0,225.0,5058,465.7,770,0.13212079615648592,23.19444839857651,2.5868259063096457
15382.7,4661,125.2,104.9,2448,95.7,2213,0.47479081742115425,22.621617647058827,2.652330215111781
16911.7,3716,125.1,102.0,2723,68.0,993,0.26722282023681376,22.35847227322806,2.6835464993663165
15569.5,2446,125.2,104.9,2146,96.4,300,0.12264922322158626,26.118452935694314,2.2972264148923642
17788.1,5165,125.1,104.0,3378,69.7,1787,0.3459825750242014,18.957122557726464,3.165037300217561
15293.7,3172,125.3,104.9,2634,93.7,538,0.16960907944514503,20.90255125284738,2.87046300110503
15966.8,3435,125.0,102.0,2672,64.9,763,0.22212518195050945,21.512155688622755,2.7891207589080675
12769.3,4199,114.0,95.9,2344,81.8,1855,0.4417718504405811,19.611552901023888,3.0594211637808395
15553.7,3513,125.3,104.5,2492,95.3,1021,0.29063478508397383,22.469229534510433,2.670318530853323
8425.4,2167,120.3,102.0,1305,43.6,862,0.3977849561605907,23.24248275862069,2.5814798110475468
7936.3,2138,125.1,112.0,1751,24.9,387,0.18101028999064547,16.316778983438034,3.6771963425441747
7051.5,1176,125.3,112.0,1143,36.2,33,0.02806122448979592,22.209448818897638,2.7015528610933845
17602.2,6226,120.9,102.0,3233,159.0,2993,0.4807259877931256,19.60034642746675,3.0611703840050297
8501.8,2186,120.3,102.0,1484,40.0,702,0.3211344922232388,20.62431266846361,2.9091878582574675
11915.5,4255,125.2,105.8,2644,42.2,1611,0.37861339600470034,16.223827534039337,3.698264165722519
17581.6,5540,126.1,103.2,3594,105.9,1946,0.3512635379061372,17.61095158597663,3.406970924147973
114793.0,20639,361.0,96.0,17972,1175.2,2667,0.12922137700469985,22.994369018473183,2.609334483229233
31165.0,8063,500.3,94.1,6407,679.1,1656,0.20538261193104304,17.511159669111912,3.4263864377774214
7911.6,2351,125.3,112.0,1552,22.9,799,0.3398553806890685,18.351649484536082,3.26946087601328
7935.2,1846,125.3,112.1,1414,42.0,432,0.23401950162513543,20.202772277227723,2.969889437779346
7683.6,1925,125.0,112.0,1531,23.0,394,0.20467532467532468,18.067250163291966,3.320925954847554
27359.0,10248,128.0,95.0,5839,161.4,4409,0.4302302888368462,16.868025346805958,3.5570257197509654
8823.2,2647,124.0,112.1,1554,41.0,1093,0.4129202871174915,20.439845559845562,2.935442923202466
9011.7,1904,124.0,112.0,1581,37.3,323,0.16964285714285715,20.52,2.923976608187134
48209.6,11156,416.5,147.3,9251,1000.2,1905,0.17076012907852275,18.76062695924765,3.1981873596406802
24940.7,4836,195.1,95.9,4210,219.5,626,0.1294458229942101,21.32696437054632,2.8133399089306503
17050.0,3294,113.0,95.9,3034,94.5,260,0.07893139040680024,20.23071852340145,2.9657869012707723
40168.8,10274,143.8,129.7,8864,405.4,1410,0.13723963402764258,16.314043321299643,3.67781296263103
20335.4,5951,452.5,95.9,4841,438.4,1110,0.18652327339942867,15.122379673621156,3.967629519622596
30999.8,7966,193.9,94.3,5825,330.7,2141,0.26876726085864927,19.158674678111588,3.131740634885816
7465.5,4711,125.6,112.0,1253,24.0,3458,0.7340267459138187,21.449162011173183,2.797312080012502
15713.6,3006,125.3,104.5,2645,95.2,361,0.12009314703925482,21.38713043478261,2.805425448868072
8064.0,2663,120.3,105.0,1441,41.8,1222,0.4588809613218175,20.146009715475365,2.978257275132275
7628.6,3080,125.1,112.0,1349,24.1,1731,0.562012987012987,20.3580133432172,2.9472423948474598
15743.4,3163,125.3,103.8,2603,96.6,560,0.17704710717673094,21.77343065693431,2.7556521039504385
11802.6,2957,119.0,102.0,2020,68.5,937,0.3168752113628678,21.03433663366337,2.8524788323476744
7403.8,2203,125.4,112.0,1462,21.0,741,0.336359509759419,18.230971272229823,3.291102767047552
36883.7,6880,136.0,104.6,5849,262.6,1031,0.1498546511627907,22.70154214395623,2.6429922522234306
73036.8,20123,697.9,100.6,15950,1483.9,4173,0.2073746459275456,16.48479498432602,3.6397176948241614
16092.4,3042,125.1,102.0,2688,139.8,354,0.11637080867850098,21.552321428571428,2.783922845566851
11194.2,2937,135.0,96.0,2301,166.0,636,0.21654749744637386,17.513741851368973,3.4258812599381825
33860.7,8740,493.9,95.0,6788,596.4,1952,0.22334096109839818,17.95794342958161,3.341139826800195
7710.1,2155,124.9,112.0,1492,24.1,663,0.30765661252900234,18.603458445040218,3.2252067634228694
40067.6,9335,462.0,95.0,7762,562.6,1573,0.16850562399571506,18.58327235248647,3.2287101465190498
8096.9,2336,123.0,104.7,1513,59.6,823,0.3523116438356164,19.26559153998678,3.11436064008036
34850.9,9552,500.3,94.1,7381,813.2,2171,0.2272822445561139,16.998135753962877,3.5297988478537614
7925.9,2027,125.1,112.0,1306,24.3,721,0.35569807597434633,21.84781010719755,2.7462706653713354
15945.5,3255,125.3,101.0,2692,144.2,563,0.1729646697388633,21.323848439821695,2.8137510060309596
45599.8,10828,500.3,96.0,9324,1106.5,1504,0.138899150350942,17.60610038610039,3.4079096838144025
7791.6,1780,125.1,112.0,1233,21.0,547,0.30730337078651687,22.74919708029197,2.6374557215462806
26389.3,11476,132.4,112.1,6325,147.8,5151,0.4488497734402231,15.019996837944664,3.994674609279772
7870.6,2268,125.1,112.0,1287,22.6,981,0.43253968253968256,22.015664335664336,2.7253322491296723
21690.6,4195,119.0,95.9,3697,140.3,498,0.11871275327771157,21.12149310251555,2.8407082637947623
94302.1,24056,697.9,102.5,19750,2246.7,4306,0.17899900232790156,17.189243544303796,3.4905550000123715
17287.0,3141,125.2,101.0,2612,130.5,529,0.16841770136899076,23.825880551301687,2.518269990937313
14839.3,3339,135.0,94.3,2624,170.2,715,0.21413596885295,20.358795731707318,2.9471291323265474
7669.6,2280,125.1,112.0,1296,21.1,984,0.43157894736842106,21.304444444444446,2.816313758214249
16450.5,3116,125.3,105.0,2523,99.0,593,0.19030808729139922,23.472770511296076,2.5561533084100785
37720.9,9299,493.0,96.0,7691,854.5,1608,0.1729218195504893,17.656382785073465,3.3982045320587084
8096.2,2152,125.8,112.0,1615,27.7,537,0.24953531598513012,18.04725696594427,3.324604958704907
37516.1,7928,428.7,95.9,7342,634.2,586,0.07391523713420788,18.3952546989921,3.2617107499624605
