,count,mean,std,min,25%,50%,75%,max,median
stop_time,9410.0,968.3860786397449,2398.8411408074685,0.0,72.25,257.0,889.75,33514.0,257.0
stop_ratio,9410.0,0.13472671394484123,0.14587451091635947,0.0,0.027672063720409007,0.0882122217196844,0.19411764705882353,0.9604369377639067,0.0882122217196844
avg_speed_implied_kmh,9410.0,20.627304886491668,4.755507209449109,0.0,17.9163836438631,20.69769066021519,23.306611097200395,44.92219816362889,20.69769066021519
pace_min_per_km,9384.0,41.411530582956324,3119.9530032604916,1.335642565429463,2.573360369170565,2.897050911573218,3.343741216536878,301611.1111111111,2.897050911573218
