model,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
C) HistGBR (base+FE),566.6998873139271,22.293556630680715,1080.513761055185,53.854335817035754,0.9405588957631604,0.004818363986258533
B) Poly2+Ridge (base+FE),704.6563706629566,24.829635142990423,1264.9112847444353,48.23703474054063,0.9186075663162556,0.004399383070021654
A) Poly2+Ridge (base),707.3855713531441,24.193510053181218,1267.5479638285665,47.75191166381246,0.9182668472062983,0.004387469717038794
